                     mean          std       2.5q        25q        50q        75q      97.5q       mc err
t_subj.776      0.0972157  0.000587968  0.0960009  0.0968362  0.0972379  0.0976301  0.0982657   1.3082e-05
t_subj.777       0.114512  0.000437705   0.113585   0.114232   0.114549   0.114822    0.11526  9.92944e-06
t_subj.778       0.103614  0.000710939   0.102117   0.103175   0.103654   0.104112   0.104873  1.69671e-05
t_subj.779       0.113291  0.000497766   0.112243   0.112974   0.113316   0.113632   0.114191  9.84833e-06
t_subj.780       0.207291  0.000426666   0.206395   0.207009   0.207329   0.207584   0.208071  9.91796e-06
t_subj.781       0.139263  0.000334892   0.138535   0.139052   0.139279   0.139502   0.139851  8.76961e-06
t_subj.782       0.122482  0.000494069   0.121471   0.122164   0.122498   0.122825   0.123393  9.01448e-06
t_subj.783       0.129371  0.000390988   0.128537    0.12911   0.129398   0.129647   0.130064  8.88745e-06
t_subj.784      0.0972156  0.000643105  0.0958484  0.0968013  0.0972616  0.0976692  0.0983412  1.55882e-05
z                0.428248   0.00816833   0.412126    0.42302   0.428148   0.433576   0.444855  0.000157369
z_std            0.158906    0.0178772   0.127888   0.145851   0.157846   0.170564   0.196642  0.000396376
z_subj.761       0.366655   0.00747461   0.352506   0.361486   0.366436   0.371557    0.38168  0.000250651
z_subj.762       0.414466   0.00813824   0.399006   0.409063   0.414352    0.42003   0.430636  0.000279422
z_subj.763       0.467585   0.00764771   0.452782   0.462323   0.467447   0.472642     0.4828  0.000200464
z_subj.764       0.458477   0.00806077   0.442228   0.453337   0.458318   0.463808   0.474549  0.000247109
z_subj.765        0.37858   0.00759097   0.363895   0.373348   0.378312   0.383846   0.393792  0.000240559
z_subj.766       0.382784   0.00754137   0.368146   0.377783   0.382699    0.38785   0.397682  0.000232587
z_subj.767       0.415032   0.00765996   0.399886   0.409816   0.415036   0.420147     0.4301  0.000246478
z_subj.768       0.501139   0.00738517   0.486136   0.496207   0.501282   0.505975   0.515716  0.000234884
z_subj.769       0.412698   0.00803585   0.397179   0.407282   0.412725   0.418208   0.428643   0.00023761
z_subj.770        0.40515   0.00794076   0.390277   0.399569   0.405052   0.410496   0.420561  0.000289243
z_subj.771       0.501472    0.0082981   0.485801   0.495727    0.50149    0.50714   0.517807  0.000259875
z_subj.772       0.505016   0.00779543   0.489606   0.499598   0.505096   0.510512   0.519821  0.000250881
z_subj.773       0.358439   0.00773782   0.343355    0.35304   0.358735   0.363405   0.374028  0.000281954
z_subj.774       0.420205   0.00771236   0.404373   0.415061   0.420401   0.425376   0.434668  0.000245361
z_subj.775        0.49724     0.007651   0.482256   0.492353   0.497175   0.502244    0.51313  0.000221208
z_subj.776       0.410923   0.00753041   0.396192    0.40586      0.411   0.416017   0.425797  0.000247756
z_subj.777       0.374059   0.00813846   0.358238   0.368639   0.374051   0.379521   0.390061   0.00032447
z_subj.778       0.446506   0.00811101   0.430879    0.44107   0.446555   0.451916   0.462707  0.000247078
z_subj.779       0.419823   0.00764419   0.404926   0.414754   0.419907   0.424949   0.434001  0.000226479
z_subj.780       0.424852    0.0079862   0.408968    0.41946   0.424946   0.430177   0.440008  0.000223212
z_subj.781       0.408528   0.00786398   0.393542   0.403153   0.408612   0.413753   0.424395  0.000242114
z_subj.782       0.437433   0.00788293   0.421769   0.432345   0.437508   0.442539   0.452677  0.000239085
z_subj.783       0.395297   0.00782672   0.380171   0.389864   0.395342   0.400595   0.410802  0.000235868
z_subj.784       0.480449   0.00762595   0.465851   0.475042   0.480621   0.485409   0.495594  0.000217424
DIC: -18803.562705
deviance: -18965.683189
pD: 162.120484
