                      mean          std        2.5q         25q         50q        75q      97.5q       mc err
a_subj(lc).769    0.972772    0.0197523    0.935198    0.959052     0.97222   0.985969    1.01268  0.000497784
a_subj(lc).770    0.873544    0.0182625    0.838202    0.861186    0.873673   0.885929   0.909437  0.000483116
a_subj(lc).771    0.901063    0.0166079    0.869128    0.889501    0.900936    0.91217   0.934578  0.000352103
a_subj(lc).772    0.956302    0.0180583    0.921761    0.943862    0.955731    0.96843   0.991422  0.000420047
a_subj(lc).773    0.752147    0.0160308     0.72147    0.741382    0.751889   0.762521   0.784275  0.000437492
a_subj(lc).774    0.864963    0.0181787    0.829728    0.852861    0.864469   0.877227   0.901331  0.000523104
a_subj(lc).775    0.997521    0.0183797    0.963151    0.985136    0.996984    1.00949    1.03516  0.000381486
a_subj(lc).776    0.977833    0.0191558    0.940122    0.964928    0.977685   0.990389    1.01809  0.000440404
a_subj(lc).777    0.886426    0.0192028    0.848431    0.873614    0.885538   0.899473   0.925174  0.000634229
a_subj(lc).778     1.13445    0.0220101     1.09127     1.12003     1.13422    1.14871    1.17734  0.000494943
a_subj(lc).779     1.07759    0.0209341      1.0374     1.06342      1.0775    1.09082     1.1214  0.000462514
a_subj(lc).780    0.872363    0.0193248    0.835716    0.859128    0.871726   0.884521    0.91211  0.000587796
a_subj(lc).781    0.847612    0.0160781    0.816528    0.836235    0.847484   0.859018   0.879472  0.000401313
a_subj(lc).782     1.03245    0.0211381    0.990577     1.01868     1.03275    1.04671    1.07353  0.000501935
a_subj(lc).783    0.898236    0.0180826    0.863481    0.886327    0.898056   0.909818   0.934571  0.000492647
a_subj(lc).784     1.13889     0.021658     1.09732     1.12399     1.13809    1.15304    1.18244  0.000445304
a_subj(lv).761    0.919161    0.0206007    0.880557    0.905067    0.918341   0.932468   0.960963  0.000626065
a_subj(lv).762     0.90077    0.0174315    0.867418     0.88871    0.900736   0.912925   0.935305  0.000358665
a_subj(lv).763     0.95827    0.0180089    0.923142    0.945706    0.958242   0.970874   0.992358  0.000375462
