r_t1, r_t2, c_prob, c_prob_epoch_t0, c_prob_epoch_t1, cp, obs_cp, mu_rewards, std_rewards
3.341771,0.000000,0.644013,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
2.036559,0.000000,0.645161,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
4.324982,0.000000,0.646302,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
0.000000,2.876910,0.644231,0.600000,0.400000,0.000000,1.000000,3.000000,1.000000
2.420628,0.000000,0.645367,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
3.496541,0.000000,0.646497,0.714286,0.285714,0.000000,0.000000,3.000000,1.000000
2.383460,0.000000,0.647619,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
0.000000,2.057861,0.645570,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
3.684691,0.000000,0.646688,0.700000,0.300000,0.000000,1.000000,3.000000,1.000000
0.000000,3.163034,0.644654,0.636364,0.363636,0.000000,1.000000,3.000000,1.000000
4.438353,0.000000,0.645768,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
0.918237,0.000000,0.646875,0.692308,0.307692,0.000000,0.000000,3.000000,1.000000
0.000000,3.605567,0.644860,0.642857,0.357143,0.000000,1.000000,3.000000,1.000000
3.173371,0.000000,0.645963,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
5.273706,0.000000,0.647059,0.687500,0.312500,0.000000,0.000000,3.000000,1.000000
2.730945,0.000000,0.648148,0.705882,0.294118,0.000000,0.000000,3.000000,1.000000
2.882896,0.000000,0.649231,0.722222,0.277778,0.000000,0.000000,3.000000,1.000000
0.000000,1.323857,0.650307,0.000000,1.000000,1.000000,1.000000,3.000000,1.000000
0.000000,2.777358,0.651376,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
4.341900,0.000000,0.649390,0.333333,0.666667,0.000000,1.000000,3.000000,1.000000
0.000000,3.486246,0.650456,0.250000,0.750000,0.000000,1.000000,3.000000,1.000000
0.000000,2.723648,0.651515,0.200000,0.800000,0.000000,0.000000,3.000000,1.000000
0.000000,3.799537,0.652568,0.166667,0.833333,0.000000,0.000000,3.000000,1.000000
0.000000,2.520149,0.653614,0.142857,0.857143,0.000000,0.000000,3.000000,1.000000
0.000000,3.855113,0.654655,0.125000,0.875000,0.000000,0.000000,3.000000,1.000000
0.000000,2.491927,0.655689,0.111111,0.888889,0.000000,0.000000,3.000000,1.000000
0.000000,3.591024,0.656716,0.100000,0.900000,0.000000,0.000000,3.000000,1.000000
0.000000,0.951790,0.657738,0.090909,0.909091,0.000000,0.000000,3.000000,1.000000
0.000000,2.891788,0.658754,0.083333,0.916667,0.000000,0.000000,3.000000,1.000000
0.000000,3.399631,0.659763,0.076923,0.923077,0.000000,0.000000,3.000000,1.000000
3.077027,0.000000,0.657817,0.142857,0.857143,0.000000,1.000000,3.000000,1.000000
0.000000,4.750273,0.658824,0.133333,0.866667,0.000000,1.000000,3.000000,1.000000
0.000000,2.541693,0.659824,0.125000,0.875000,0.000000,0.000000,3.000000,1.000000
0.000000,1.303804,0.660819,0.117647,0.882353,0.000000,0.000000,3.000000,1.000000
0.000000,2.573940,0.661808,0.111111,0.888889,0.000000,0.000000,3.000000,1.000000
0.000000,3.653026,0.662791,0.105263,0.894737,0.000000,0.000000,3.000000,1.000000
3.224983,0.000000,0.660870,0.150000,0.850000,0.000000,1.000000,3.000000,1.000000
0.000000,3.663112,0.661850,0.142857,0.857143,0.000000,1.000000,3.000000,1.000000
0.000000,1.050095,0.662824,0.136364,0.863636,0.000000,0.000000,3.000000,1.000000
0.000000,2.562215,0.663793,0.130435,0.869565,0.000000,0.000000,3.000000,1.000000
0.000000,4.487389,0.661891,0.000000,1.000000,1.000000,0.000000,3.000000,1.000000
4.504306,0.000000,0.662857,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
3.706318,0.000000,0.663818,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
3.191025,0.000000,0.664773,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
2.912453,0.000000,0.665722,0.800000,0.200000,0.000000,0.000000,3.000000,1.000000
2.974507,0.000000,0.666667,0.833333,0.166667,0.000000,0.000000,3.000000,1.000000
0.000000,3.210330,0.664789,0.714286,0.285714,0.000000,1.000000,3.000000,1.000000
0.000000,2.922252,0.662921,0.625000,0.375000,0.000000,0.000000,3.000000,1.000000
3.369542,0.000000,0.663866,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
2.269665,0.000000,0.664804,0.700000,0.300000,0.000000,0.000000,3.000000,1.000000
0.000000,3.073806,0.662953,0.636364,0.363636,0.000000,1.000000,3.000000,1.000000
0.000000,3.810000,0.661111,0.583333,0.416667,0.000000,0.000000,3.000000,1.000000
3.171269,0.000000,0.662050,0.615385,0.384615,0.000000,1.000000,3.000000,1.000000
0.000000,2.287976,0.660221,0.571429,0.428571,0.000000,1.000000,3.000000,1.000000
0.000000,2.728802,0.658402,0.533333,0.466667,0.000000,0.000000,3.000000,1.000000
3.133980,0.000000,0.659341,0.562500,0.437500,0.000000,1.000000,3.000000,1.000000
3.900044,0.000000,0.660274,0.588235,0.411765,0.000000,0.000000,3.000000,1.000000
0.000000,2.482809,0.658470,0.555556,0.444444,0.000000,1.000000,3.000000,1.000000
2.609166,0.000000,0.659401,0.578947,0.421053,0.000000,1.000000,3.000000,1.000000
0.000000,2.068129,0.657609,0.550000,0.450000,0.000000,1.000000,3.000000,1.000000
0.000000,2.887481,0.655827,0.523810,0.476190,0.000000,0.000000,3.000000,1.000000
0.000000,5.125155,0.656757,0.000000,1.000000,1.000000,0.000000,3.000000,1.000000
3.019742,0.000000,0.654987,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
3.418297,0.000000,0.653226,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
0.000000,2.885538,0.654155,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
0.000000,4.814887,0.655080,0.400000,0.600000,0.000000,0.000000,3.000000,1.000000
0.000000,1.935516,0.656000,0.333333,0.666667,0.000000,0.000000,3.000000,1.000000
0.000000,2.999046,0.656915,0.285714,0.714286,0.000000,0.000000,3.000000,1.000000
1.903630,0.000000,0.655172,0.375000,0.625000,0.000000,1.000000,3.000000,1.000000
0.000000,3.046979,0.656085,0.333333,0.666667,0.000000,1.000000,3.000000,1.000000
0.000000,3.018032,0.656992,0.300000,0.700000,0.000000,0.000000,3.000000,1.000000
0.000000,4.135451,0.657895,0.272727,0.727273,0.000000,0.000000,3.000000,1.000000
0.000000,3.192461,0.658793,0.250000,0.750000,0.000000,0.000000,3.000000,1.000000
2.013139,0.000000,0.657068,0.307692,0.692308,0.000000,1.000000,3.000000,1.000000
0.716208,0.000000,0.655352,0.357143,0.642857,0.000000,0.000000,3.000000,1.000000
0.000000,2.078758,0.656250,0.333333,0.666667,0.000000,1.000000,3.000000,1.000000
3.541755,0.000000,0.654545,0.375000,0.625000,0.000000,1.000000,3.000000,1.000000
0.000000,2.897576,0.655440,0.352941,0.647059,0.000000,1.000000,3.000000,1.000000
1.332700,0.000000,0.653747,0.388889,0.611111,0.000000,1.000000,3.000000,1.000000
3.954101,0.000000,0.652062,0.421053,0.578947,0.000000,0.000000,3.000000,1.000000
2.961428,0.000000,0.650386,0.450000,0.550000,0.000000,0.000000,3.000000,1.000000
0.000000,2.641037,0.651282,0.428571,0.571429,0.000000,1.000000,3.000000,1.000000
0.000000,0.843857,0.652174,0.409091,0.590909,0.000000,0.000000,3.000000,1.000000
3.163650,0.000000,0.650510,0.434783,0.565217,0.000000,1.000000,3.000000,1.000000
0.000000,3.454587,0.651399,0.416667,0.583333,0.000000,1.000000,3.000000,1.000000
0.000000,1.203337,0.652284,0.400000,0.600000,0.000000,0.000000,3.000000,1.000000
0.000000,2.952330,0.653165,0.384615,0.615385,0.000000,0.000000,3.000000,1.000000
0.000000,1.118296,0.654040,0.370370,0.629630,0.000000,0.000000,3.000000,1.000000
0.000000,3.615341,0.654912,0.357143,0.642857,0.000000,0.000000,3.000000,1.000000
0.000000,2.331415,0.655779,0.344828,0.655172,0.000000,0.000000,3.000000,1.000000
0.000000,2.818186,0.654135,0.000000,1.000000,1.000000,0.000000,3.000000,1.000000
2.771746,0.000000,0.655000,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
3.049776,0.000000,0.655860,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
1.753407,0.000000,0.656716,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
3.040770,0.000000,0.657568,0.800000,0.200000,0.000000,0.000000,3.000000,1.000000
3.801599,0.000000,0.658416,0.833333,0.166667,0.000000,0.000000,3.000000,1.000000
0.000000,1.889118,0.656790,0.714286,0.285714,0.000000,1.000000,3.000000,1.000000
0.000000,3.846827,0.655172,0.625000,0.375000,0.000000,0.000000,3.000000,1.000000
2.936194,0.000000,0.656020,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
2.577280,0.000000,0.656863,0.700000,0.300000,0.000000,0.000000,3.000000,1.000000
0.000000,4.053188,0.655257,0.636364,0.363636,0.000000,1.000000,3.000000,1.000000
2.326642,0.000000,0.656098,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
0.000000,3.337983,0.654501,0.615385,0.384615,0.000000,1.000000,3.000000,1.000000
2.529809,0.000000,0.655340,0.642857,0.357143,0.000000,1.000000,3.000000,1.000000
0.000000,1.834477,0.653753,0.600000,0.400000,0.000000,1.000000,3.000000,1.000000
2.375703,0.000000,0.654589,0.625000,0.375000,0.000000,1.000000,3.000000,1.000000
2.201800,0.000000,0.655422,0.647059,0.352941,0.000000,0.000000,3.000000,1.000000
0.000000,4.081813,0.653846,0.611111,0.388889,0.000000,1.000000,3.000000,1.000000
0.000000,3.003001,0.652278,0.578947,0.421053,0.000000,0.000000,3.000000,1.000000
0.000000,3.873242,0.650718,0.550000,0.450000,0.000000,0.000000,3.000000,1.000000
2.906759,0.000000,0.651551,0.571429,0.428571,0.000000,1.000000,3.000000,1.000000
0.000000,2.988159,0.650000,0.545455,0.454545,0.000000,1.000000,3.000000,1.000000
3.352283,0.000000,0.650831,0.565217,0.434783,0.000000,1.000000,3.000000,1.000000
2.372938,0.000000,0.651659,0.583333,0.416667,0.000000,0.000000,3.000000,1.000000
0.000000,1.884614,0.650118,0.560000,0.440000,0.000000,1.000000,3.000000,1.000000
0.000000,4.206275,0.650943,0.000000,1.000000,1.000000,0.000000,3.000000,1.000000
0.000000,1.824782,0.651765,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,2.866184,0.652582,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,3.467294,0.653396,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
4.090332,0.000000,0.651869,0.200000,0.800000,0.000000,1.000000,3.000000,1.000000
0.000000,3.984981,0.652681,0.166667,0.833333,0.000000,1.000000,3.000000,1.000000
4.859661,0.000000,0.651163,0.285714,0.714286,0.000000,1.000000,3.000000,1.000000
4.453325,0.000000,0.649652,0.375000,0.625000,0.000000,0.000000,3.000000,1.000000
0.000000,2.365948,0.650463,0.333333,0.666667,0.000000,1.000000,3.000000,1.000000
0.000000,2.394751,0.651270,0.300000,0.700000,0.000000,0.000000,3.000000,1.000000
0.000000,1.571757,0.652074,0.272727,0.727273,0.000000,0.000000,3.000000,1.000000
0.000000,3.557176,0.652874,0.250000,0.750000,0.000000,0.000000,3.000000,1.000000
0.000000,2.406961,0.653670,0.230769,0.769231,0.000000,0.000000,3.000000,1.000000
0.000000,2.294409,0.654462,0.214286,0.785714,0.000000,0.000000,3.000000,1.000000
0.000000,3.282431,0.655251,0.200000,0.800000,0.000000,0.000000,3.000000,1.000000
3.518532,0.000000,0.653759,0.250000,0.750000,0.000000,1.000000,3.000000,1.000000
2.787714,0.000000,0.652273,0.294118,0.705882,0.000000,0.000000,3.000000,1.000000
0.000000,4.510492,0.650794,0.000000,1.000000,1.000000,1.000000,3.000000,1.000000
0.000000,3.763025,0.649321,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,1.710587,0.647856,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
4.299187,0.000000,0.648649,0.250000,0.750000,0.000000,1.000000,3.000000,1.000000
4.518450,0.000000,0.649438,0.400000,0.600000,0.000000,0.000000,3.000000,1.000000
2.071341,0.000000,0.650224,0.500000,0.500000,0.000000,0.000000,3.000000,1.000000
2.699896,0.000000,0.651007,0.571429,0.428571,0.000000,0.000000,3.000000,1.000000
1.381366,0.000000,0.651786,0.625000,0.375000,0.000000,0.000000,3.000000,1.000000
3.260490,0.000000,0.652561,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
2.742903,0.000000,0.653333,0.700000,0.300000,0.000000,0.000000,3.000000,1.000000
2.014290,0.000000,0.654102,0.727273,0.272727,0.000000,0.000000,3.000000,1.000000
3.357044,0.000000,0.654867,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
3.443608,0.000000,0.655629,0.769231,0.230769,0.000000,0.000000,3.000000,1.000000
0.000000,3.666711,0.654185,0.714286,0.285714,0.000000,1.000000,3.000000,1.000000
0.000000,1.418604,0.652747,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
1.381508,0.000000,0.653509,0.687500,0.312500,0.000000,1.000000,3.000000,1.000000
1.504159,0.000000,0.654267,0.705882,0.294118,0.000000,0.000000,3.000000,1.000000
0.000000,2.111495,0.652838,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
0.000000,3.545223,0.651416,0.631579,0.368421,0.000000,0.000000,3.000000,1.000000
2.198395,0.000000,0.652174,0.650000,0.350000,0.000000,1.000000,3.000000,1.000000
3.215370,0.000000,0.652928,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
3.896844,0.000000,0.653680,0.681818,0.318182,0.000000,0.000000,3.000000,1.000000
0.000000,1.796909,0.654428,0.000000,1.000000,1.000000,1.000000,3.000000,1.000000
2.679187,0.000000,0.653017,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
0.000000,4.316045,0.653763,0.333333,0.666667,0.000000,1.000000,3.000000,1.000000
0.000000,5.227207,0.654506,0.250000,0.750000,0.000000,0.000000,3.000000,1.000000
3.988928,0.000000,0.653105,0.400000,0.600000,0.000000,1.000000,3.000000,1.000000
2.770993,0.000000,0.651709,0.500000,0.500000,0.000000,0.000000,3.000000,1.000000
2.229629,0.000000,0.650320,0.571429,0.428571,0.000000,0.000000,3.000000,1.000000
2.797418,0.000000,0.648936,0.625000,0.375000,0.000000,0.000000,3.000000,1.000000
0.000000,3.116495,0.649682,0.555556,0.444444,0.000000,1.000000,3.000000,1.000000
0.000000,2.368896,0.650424,0.500000,0.500000,0.000000,0.000000,3.000000,1.000000
0.000000,1.536762,0.651163,0.454545,0.545455,0.000000,0.000000,3.000000,1.000000
0.000000,1.467921,0.651899,0.416667,0.583333,0.000000,0.000000,3.000000,1.000000
0.000000,3.527501,0.652632,0.384615,0.615385,0.000000,0.000000,3.000000,1.000000
0.000000,2.876515,0.653361,0.357143,0.642857,0.000000,0.000000,3.000000,1.000000
2.676178,0.000000,0.651992,0.400000,0.600000,0.000000,1.000000,3.000000,1.000000
0.000000,1.811175,0.652720,0.375000,0.625000,0.000000,1.000000,3.000000,1.000000
0.000000,5.003201,0.653445,0.352941,0.647059,0.000000,0.000000,3.000000,1.000000
2.002714,0.000000,0.654167,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000
2.723104,0.000000,0.654886,1.000000,0.000000,0.000000,0.000000,3.000000,1.000000
0.000000,4.702941,0.653527,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
4.004554,0.000000,0.654244,0.750000,0.250000,0.000000,1.000000,3.000000,1.000000
0.000000,3.548183,0.652893,0.600000,0.400000,0.000000,1.000000,3.000000,1.000000
1.652369,0.000000,0.653608,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
0.000000,3.725450,0.652263,0.571429,0.428571,0.000000,1.000000,3.000000,1.000000
0.000000,1.036833,0.650924,0.500000,0.500000,0.000000,0.000000,3.000000,1.000000
3.499101,0.000000,0.651639,0.555556,0.444444,0.000000,1.000000,3.000000,1.000000
3.046250,0.000000,0.652352,0.600000,0.400000,0.000000,0.000000,3.000000,1.000000
0.000000,1.298610,0.651020,0.545455,0.454545,0.000000,1.000000,3.000000,1.000000
0.000000,2.596558,0.649695,0.500000,0.500000,0.000000,0.000000,3.000000,1.000000
2.313507,0.000000,0.650407,0.538462,0.461538,0.000000,1.000000,3.000000,1.000000
0.000000,4.143081,0.649087,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
0.000000,3.213632,0.647773,0.466667,0.533333,0.000000,0.000000,3.000000,1.000000
2.500369,0.000000,0.648485,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
3.192589,0.000000,0.649194,0.529412,0.470588,0.000000,0.000000,3.000000,1.000000
0.000000,4.311440,0.647887,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
0.000000,2.962764,0.646586,0.473684,0.526316,0.000000,0.000000,3.000000,1.000000
0.000000,4.324252,0.645291,0.450000,0.550000,0.000000,0.000000,3.000000,1.000000
0.000000,3.664053,0.644000,0.428571,0.571429,0.000000,0.000000,3.000000,1.000000
3.853446,0.000000,0.644711,0.454545,0.545455,0.000000,1.000000,3.000000,1.000000
0.197151,0.000000,0.645418,0.478261,0.521739,0.000000,0.000000,3.000000,1.000000
4.536848,0.000000,0.646123,0.500000,0.500000,0.000000,0.000000,3.000000,1.000000
0.000000,1.946110,0.644841,0.480000,0.520000,0.000000,1.000000,3.000000,1.000000
1.670714,0.000000,0.645545,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
1.976322,0.000000,0.646245,0.518519,0.481481,0.000000,0.000000,3.000000,1.000000
4.317455,0.000000,0.644970,1.000000,0.000000,1.000000,0.000000,3.000000,1.000000
0.000000,3.389970,0.645669,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
0.000000,2.062392,0.646365,0.333333,0.666667,0.000000,0.000000,3.000000,1.000000
0.000000,3.029674,0.647059,0.250000,0.750000,0.000000,0.000000,3.000000,1.000000
0.000000,2.813378,0.647750,0.200000,0.800000,0.000000,0.000000,3.000000,1.000000
5.589086,0.000000,0.646484,0.333333,0.666667,0.000000,1.000000,3.000000,1.000000
2.682913,0.000000,0.645224,0.428571,0.571429,0.000000,0.000000,3.000000,1.000000
0.000000,2.305851,0.645914,0.375000,0.625000,0.000000,1.000000,3.000000,1.000000
1.983598,0.000000,0.644660,0.444444,0.555556,0.000000,1.000000,3.000000,1.000000
0.000000,3.572196,0.645349,0.400000,0.600000,0.000000,1.000000,3.000000,1.000000
0.000000,2.415144,0.646035,0.363636,0.636364,0.000000,0.000000,3.000000,1.000000
0.000000,4.166403,0.646718,0.333333,0.666667,0.000000,0.000000,3.000000,1.000000
0.000000,3.081414,0.647399,0.307692,0.692308,0.000000,0.000000,3.000000,1.000000
0.000000,1.953533,0.648077,0.285714,0.714286,0.000000,0.000000,3.000000,1.000000
0.000000,3.214985,0.648752,0.266667,0.733333,0.000000,0.000000,3.000000,1.000000
0.000000,2.255280,0.649425,0.250000,0.750000,0.000000,0.000000,3.000000,1.000000
0.000000,3.105051,0.650096,0.235294,0.764706,0.000000,0.000000,3.000000,1.000000
0.000000,1.146910,0.650763,0.222222,0.777778,0.000000,0.000000,3.000000,1.000000
3.955778,0.000000,0.649524,0.263158,0.736842,0.000000,1.000000,3.000000,1.000000
3.400655,0.000000,0.648289,0.300000,0.700000,0.000000,0.000000,3.000000,1.000000
0.000000,2.956101,0.648956,0.285714,0.714286,0.000000,1.000000,3.000000,1.000000
0.000000,2.426100,0.649621,0.272727,0.727273,0.000000,0.000000,3.000000,1.000000
0.000000,3.440763,0.650284,0.260870,0.739130,0.000000,0.000000,3.000000,1.000000
3.139261,0.000000,0.649057,0.291667,0.708333,0.000000,1.000000,3.000000,1.000000
3.397334,0.000000,0.647834,0.320000,0.680000,0.000000,0.000000,3.000000,1.000000
0.000000,4.867460,0.648496,0.307692,0.692308,0.000000,1.000000,3.000000,1.000000
0.000000,2.941540,0.649156,0.296296,0.703704,0.000000,0.000000,3.000000,1.000000
0.000000,3.609741,0.649813,0.285714,0.714286,0.000000,0.000000,3.000000,1.000000
0.000000,3.903903,0.650467,0.275862,0.724138,0.000000,0.000000,3.000000,1.000000
0.000000,2.672920,0.651119,0.266667,0.733333,0.000000,0.000000,3.000000,1.000000
3.324801,0.000000,0.651769,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000
0.000000,3.446844,0.650558,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
2.826952,0.000000,0.651206,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
4.177959,0.000000,0.651852,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
2.762247,0.000000,0.652495,0.800000,0.200000,0.000000,0.000000,3.000000,1.000000
0.000000,3.951527,0.651292,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
0.000000,3.782410,0.650092,0.571429,0.428571,0.000000,0.000000,3.000000,1.000000
3.273894,0.000000,0.650735,0.625000,0.375000,0.000000,1.000000,3.000000,1.000000
1.278559,0.000000,0.651376,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
3.403132,0.000000,0.652015,0.700000,0.300000,0.000000,0.000000,3.000000,1.000000
2.292459,0.000000,0.652651,0.727273,0.272727,0.000000,0.000000,3.000000,1.000000
4.387097,0.000000,0.653285,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
2.478647,0.000000,0.653916,0.769231,0.230769,0.000000,0.000000,3.000000,1.000000
3.722846,0.000000,0.654545,0.785714,0.214286,0.000000,0.000000,3.000000,1.000000
3.163249,0.000000,0.655172,0.800000,0.200000,0.000000,0.000000,3.000000,1.000000
0.000000,3.342300,0.653986,0.750000,0.250000,0.000000,1.000000,3.000000,1.000000
0.000000,2.581201,0.652803,0.705882,0.294118,0.000000,0.000000,3.000000,1.000000
2.943619,0.000000,0.653430,0.722222,0.277778,0.000000,1.000000,3.000000,1.000000
5.102852,0.000000,0.654054,0.736842,0.263158,0.000000,0.000000,3.000000,1.000000
0.000000,1.676398,0.652878,0.700000,0.300000,0.000000,1.000000,3.000000,1.000000
0.000000,4.181351,0.651706,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
0.000000,3.819505,0.652330,0.000000,1.000000,1.000000,0.000000,3.000000,1.000000
0.000000,1.562446,0.652952,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,2.852114,0.653571,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,2.650884,0.654189,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,4.357799,0.654804,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,1.852236,0.655417,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,2.610727,0.656028,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,2.063165,0.656637,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,2.703430,0.657244,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
0.000000,4.448879,0.657848,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
3.932374,0.000000,0.656690,0.090909,0.909091,0.000000,1.000000,3.000000,1.000000
0.000000,3.629586,0.657293,0.083333,0.916667,0.000000,1.000000,3.000000,1.000000
3.099896,0.000000,0.656140,0.153846,0.846154,0.000000,1.000000,3.000000,1.000000
3.317483,0.000000,0.654991,0.214286,0.785714,0.000000,0.000000,3.000000,1.000000
0.000000,2.821485,0.655594,0.200000,0.800000,0.000000,1.000000,3.000000,1.000000
3.454001,0.000000,0.654450,0.250000,0.750000,0.000000,1.000000,3.000000,1.000000
0.000000,1.912721,0.653310,0.000000,1.000000,1.000000,1.000000,3.000000,1.000000
0.000000,0.594827,0.652174,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000
3.829149,0.000000,0.652778,0.333333,0.666667,0.000000,1.000000,3.000000,1.000000
1.941110,0.000000,0.653380,0.500000,0.500000,0.000000,0.000000,3.000000,1.000000
4.225358,0.000000,0.653979,0.600000,0.400000,0.000000,0.000000,3.000000,1.000000
3.220321,0.000000,0.654577,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
4.027338,0.000000,0.655172,0.714286,0.285714,0.000000,0.000000,3.000000,1.000000
2.265886,0.000000,0.655766,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
2.532710,0.000000,0.656357,0.777778,0.222222,0.000000,0.000000,3.000000,1.000000
2.613875,0.000000,0.656947,0.800000,0.200000,0.000000,0.000000,3.000000,1.000000
3.887092,0.000000,0.657534,0.818182,0.181818,0.000000,0.000000,3.000000,1.000000
1.704015,0.000000,0.658120,0.833333,0.166667,0.000000,0.000000,3.000000,1.000000
0.000000,2.690379,0.656997,0.769231,0.230769,0.000000,1.000000,3.000000,1.000000
2.857218,0.000000,0.657581,0.785714,0.214286,0.000000,1.000000,3.000000,1.000000
3.890125,0.000000,0.658163,0.800000,0.200000,0.000000,0.000000,3.000000,1.000000
0.000000,1.441090,0.657046,0.750000,0.250000,0.000000,1.000000,3.000000,1.000000
2.224921,0.000000,0.657627,0.764706,0.235294,0.000000,1.000000,3.000000,1.000000
0.000000,4.319171,0.656514,0.722222,0.277778,0.000000,1.000000,3.000000,1.000000
2.661659,0.000000,0.657095,0.736842,0.263158,0.000000,1.000000,3.000000,1.000000
0.000000,3.001533,0.655987,0.700000,0.300000,0.000000,1.000000,3.000000,1.000000
1.681791,0.000000,0.656566,0.714286,0.285714,0.000000,1.000000,3.000000,1.000000
0.000000,3.501385,0.655462,0.681818,0.318182,0.000000,1.000000,3.000000,1.000000
0.000000,3.400255,0.654362,0.652174,0.347826,0.000000,0.000000,3.000000,1.000000
2.768599,0.000000,0.654941,0.666667,0.333333,0.000000,1.000000,3.000000,1.000000
0.000000,3.132793,0.655518,0.000000,1.000000,1.000000,1.000000,3.000000,1.000000
3.220024,0.000000,0.654424,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
2.890228,0.000000,0.653333,0.666667,0.333333,0.000000,0.000000,3.000000,1.000000
3.331032,0.000000,0.652246,0.750000,0.250000,0.000000,0.000000,3.000000,1.000000
0.000000,3.101098,0.652824,0.600000,0.400000,0.000000,1.000000,3.000000,1.000000
0.000000,4.331958,0.653400,0.500000,0.500000,0.000000,0.000000,3.000000,1.000000
4.809909,0.000000,0.652318,0.571429,0.428571,0.000000,1.000000,3.000000,1.000000
0.000000,3.448709,0.652893,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
2.133026,0.000000,0.651815,0.555556,0.444444,0.000000,1.000000,3.000000,1.000000
0.000000,3.889405,0.652389,0.500000,0.500000,0.000000,1.000000,3.000000,1.000000
0.000000,3.320375,0.652961,0.454545,0.545455,0.000000,0.000000,3.000000,1.000000
0.000000,2.723641,0.653530,0.416667,0.583333,0.000000,0.000000,3.000000,1.000000
0.000000,2.773169,0.654098,0.384615,0.615385,0.000000,0.000000,3.000000,1.000000
2.173166,0.000000,0.654664,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000
2.324355,0.000000,0.655229,1.000000,0.000000,0.000000,0.000000,3.000000,1.000000
2.579795,0.000000,0.655791,1.000000,0.000000,0.000000,0.000000,3.000000,1.000000
0.000000,3.553742,0.654723,0.750000,0.250000,0.000000,1.000000,3.000000,1.000000
4.178941,0.000000,0.655285,0.800000,0.200000,0.000000,1.000000,3.000000,1.000000
0.794835,0.000000,0.655844,0.833333,0.166667,0.000000,0.000000,3.000000,1.000000
3.659887,0.000000,0.656402,0.857143,0.142857,0.000000,0.000000,3.000000,1.000000
