rt, response, subj_idx, cond
0.7,0,0,lc
0.7,0,0,lc
0.7,0,0,lc
0.7,0,0,lc
0.542,1,0,lc
0.562,1,0,lc
0.552,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,1,0,lc
0.532,0,0,lc
0.542,0,0,lc
0.552,0,0,lc
0.532,0,0,lc
0.532,0,0,lc
0.532,0,0,lc
0.532,0,0,lc
0.7,1,0,lc
0.7,1,0,lc
0.262,1,0,lc
0.222,1,0,lc
