                      mean          std       2.5q        25q         50q        75q      97.5q       mc err
v_subj(lv).783     2.29969     0.117479    2.07304    2.21914     2.29941    2.37962    2.52663   0.00302953
v_subj(lv).784   0.0875392    0.0944308 -0.0925267  0.0223745   0.0885916   0.150305   0.271245   0.00220357
t(hc)             0.127524   0.00672687   0.113886   0.123216    0.127681   0.132102   0.140643  0.000147899
t(hv)             0.131867   0.00709253    0.11762   0.127229    0.131925   0.136425   0.145797  0.000135899
t(lc)             0.139046   0.00694741   0.125635   0.134358    0.138916   0.143643   0.153172  0.000143523
t(lv)              0.13592   0.00666474   0.123132   0.131425    0.135882   0.140576   0.149413  0.000157362
t_std            0.0356578   0.00283294  0.0306854   0.033686   0.0354731  0.0373611  0.0417433  7.01448e-05
t_subj(hc).761    0.178866  0.000766647   0.177165   0.178379    0.178948   0.179408   0.180176  1.50333e-05
t_subj(hc).762    0.174861   0.00145482    0.17186   0.173924    0.174938   0.175917   0.177369  3.18792e-05
t_subj(hc).763    0.112818    0.0014916   0.109621   0.111951     0.11295   0.113813    0.11545  3.33262e-05
t_subj(hc).764    0.090725     0.001831  0.0868378  0.0895794   0.0908268   0.091985   0.094107  3.70262e-05
t_subj(hc).765    0.124792   0.00173881   0.121057   0.123692    0.124929   0.126017    0.12793  3.30396e-05
t_subj(hc).766    0.115739   0.00149439   0.112541   0.114781    0.115814   0.116793   0.118424  3.31752e-05
t_subj(hc).767    0.113178   0.00195473   0.109009   0.111946    0.113312   0.114543   0.116563  4.39901e-05
t_subj(hc).768   0.0807559    0.0022037  0.0762773  0.0793536   0.0808552  0.0822707  0.0848062  4.91714e-05
t_subj(hc).769   0.0944949    0.0012939   0.091683  0.0936823   0.0946194  0.0953783  0.0968313  2.65961e-05
t_subj(hc).770    0.125057  0.000846607   0.123191   0.124528     0.12513   0.125653   0.126512  1.72585e-05
t_subj(hc).771    0.189154   0.00123626   0.186388   0.188424    0.189255   0.190044   0.191289  2.55266e-05
t_subj(hc).772   0.0923806   0.00134244  0.0895363  0.0915426   0.0924931  0.0933397  0.0947815  3.11689e-05
t_subj(hc).773    0.125168  0.000665736   0.123746    0.12475    0.125216   0.125637   0.126299  1.27227e-05
t_subj(hc).774    0.133937    0.0011512   0.131437   0.133227    0.134037   0.134734   0.135927  2.66025e-05
t_subj(hc).775   0.0914414   0.00149081  0.0881108   0.090572   0.0915421  0.0924712  0.0940493  3.18233e-05
t_subj(hc).776    0.093845   0.00136263  0.0908128  0.0930307   0.0939324  0.0947737  0.0962415  2.93342e-05
t_subj(hc).777    0.112694  0.000888715   0.110685    0.11217    0.112762   0.113336   0.114233   1.8652e-05
t_subj(hc).778    0.117309   0.00154663    0.11385   0.116307    0.117413   0.118419   0.119959  3.18265e-05
t_subj(hc).779    0.136497   0.00131386   0.133596   0.135662    0.136577   0.137428   0.138853  3.07523e-05
t_subj(hc).780    0.204698  0.000974361   0.202581   0.204107    0.204777    0.20539   0.206443  1.88105e-05
t_subj(hc).781    0.137069   0.00078252   0.135364   0.136609    0.137128   0.137606   0.138446  1.80638e-05
t_subj(hc).782    0.140989   0.00144811    0.13783   0.140111    0.141115   0.141985   0.143593  3.42569e-05
t_subj(hc).783    0.126684  0.000923664   0.124652   0.126116    0.126771   0.127345   0.128286  2.11103e-05
t_subj(hc).784   0.0903299   0.00173123  0.0865724   0.089211   0.0904638  0.0915748   0.093403  3.63167e-05
t_subj(hv).761    0.177651   0.00128485   0.174987   0.176827    0.177717   0.178577   0.179898  2.97919e-05
t_subj(hv).762     0.13595  0.000976675   0.133878   0.135322    0.136019   0.136639   0.137652  1.97816e-05
t_subj(hv).763   0.0926521   0.00146614  0.0895007  0.0917728   0.0927423   0.093665  0.0952924  3.16009e-05
t_subj(hv).764    0.095078   0.00122412  0.0924215  0.0942658    0.095196   0.095922  0.0972217  2.58581e-05
t_subj(hv).765    0.169038   0.00170118   0.165528   0.167922    0.169148   0.170243   0.172089  4.44005e-05
t_subj(hv).766    0.115226   0.00133715   0.112328   0.114422    0.115301   0.116141   0.117611  3.07937e-05
t_subj(hv).767    0.157681    0.0011686   0.155156   0.156952    0.157779   0.158482   0.159693   2.5723e-05
t_subj(hv).768   0.0941203   0.00165512  0.0905764  0.0930977    0.094234  0.0953284   0.096998  3.95601e-05
t_subj(hv).769    0.114836   0.00101169   0.112686   0.114202    0.114901   0.115535   0.116584   2.1445e-05
t_subj(hv).770    0.120663  0.000881616   0.118737   0.120081    0.120722   0.121289   0.122231  1.99117e-05
t_subj(hv).771    0.139848  0.000896617   0.137908   0.139258    0.139928   0.140491   0.141422  1.57786e-05
t_subj(hv).772   0.0947937    0.0013815  0.0916267  0.0939688   0.0949299  0.0957355  0.0971601  3.12923e-05
t_subj(hv).773    0.159719  0.000949186   0.157696   0.159124    0.159773   0.160398   0.161389  2.17649e-05
t_subj(hv).774    0.104982   0.00104889    0.10273    0.10433    0.105074   0.105713   0.106785  2.39781e-05
t_subj(hv).775   0.0954913   0.00126927  0.0928436  0.0946722   0.0955769  0.0963933   0.097774  2.59591e-05
t_subj(hv).776   0.0975751   0.00134622  0.0946238  0.0967331   0.0976743   0.098553  0.0998984  3.00687e-05
t_subj(hv).777    0.175055   0.00116113   0.172583   0.174335     0.17513   0.175878   0.177118  2.39492e-05
t_subj(hv).778   0.0972891   0.00184611  0.0932055  0.0961143   0.0974189  0.0985951   0.100515  3.97099e-05
t_subj(hv).779    0.126461   0.00123862   0.123687   0.125672    0.126591   0.127324   0.128572  2.70938e-05
t_subj(hv).780     0.22965    0.0012526   0.227072   0.228851    0.229719   0.230519    0.23186  2.72343e-05
t_subj(hv).781    0.180094   0.00111634   0.177733   0.179407    0.180191   0.180874   0.182029  2.26369e-05
t_subj(hv).782    0.119577   0.00115184   0.117109   0.118865    0.119671   0.120388   0.121549  2.52093e-05
t_subj(hv).783    0.138431    0.0010016   0.136352   0.137818    0.138486    0.13912   0.140216  2.25214e-05
t_subj(hv).784    0.107342   0.00144276   0.104275   0.106455    0.107473   0.108391   0.109774  3.22845e-05
t_subj(lc).761    0.182201   0.00123173    0.17966   0.181392     0.18226   0.183035   0.184487  3.18434e-05
t_subj(lc).762    0.166567    0.0013061   0.163769   0.165733    0.166635   0.167509   0.168857  2.71555e-05
t_subj(lc).763    0.109546   0.00150797   0.106316   0.108618    0.109689   0.110602   0.112206  3.11537e-05
t_subj(lc).764    0.102174   0.00115806  0.0996262   0.101447    0.102257   0.103006   0.104197  2.63657e-05
t_subj(lc).765    0.115841   0.00106184   0.113548   0.115181    0.115918   0.116582   0.117706  2.38486e-05
t_subj(lc).766   0.0963269  0.000781955  0.0945585  0.0958624   0.0963935  0.0968965   0.097639  1.79253e-05
t_subj(lc).767    0.200773   0.00183303   0.196903   0.199579    0.200857   0.202084   0.204102  4.64395e-05
t_subj(lc).768    0.089491   0.00224652  0.0848066  0.0880489   0.0895992     0.0911  0.0935884  4.94362e-05
t_subj(lc).769    0.149088   0.00124261   0.146373   0.148292    0.149169   0.149963   0.151331   2.5228e-05
t_subj(lc).770      0.1657  0.000818075   0.163859   0.165213    0.165751   0.166275   0.167089  1.87485e-05
t_subj(lc).771   0.0929371   0.00109787  0.0906757  0.0922229   0.0930263  0.0937002    0.09487  2.25349e-05
t_subj(lc).772   0.0939759   0.00147521  0.0907233  0.0930611   0.0940961  0.0950006  0.0965569  3.19292e-05
t_subj(lc).773    0.190869   0.00128357   0.188142   0.190062    0.190911   0.191759   0.193165  3.53119e-05
t_subj(lc).774    0.174208   0.00102759   0.171965   0.173567    0.174276   0.174928   0.176008  2.31061e-05
t_subj(lc).775     0.10014   0.00139245  0.0971393  0.0992621    0.100213   0.101109   0.102572  3.06054e-05
t_subj(lc).776    0.141244   0.00173948   0.137489   0.140141    0.141365   0.142479    0.14438  4.23782e-05
t_subj(lc).777    0.168571   0.00132975   0.165663   0.167719    0.168648    0.16951   0.170964  2.96902e-05
t_subj(lc).778    0.111039   0.00153733   0.107806   0.110055     0.11114   0.112144   0.113789  2.86978e-05
t_subj(lc).779    0.110064   0.00116949   0.107478   0.109371    0.110168   0.110856   0.112108  2.27005e-05
t_subj(lc).780    0.219155   0.00109337    0.21682    0.21847     0.21922   0.219917   0.221104  2.68466e-05
t_subj(lc).781     0.15985  0.000935229   0.157785   0.159259    0.159925   0.160522     0.1615  2.05081e-05
t_subj(lc).782    0.125019   0.00090572   0.123111   0.124477    0.125085   0.125647   0.126654  2.03136e-05
t_subj(lc).783     0.15923  0.000820603   0.157417   0.158732    0.159305   0.159831   0.160618  1.86732e-05
t_subj(lc).784     0.12894   0.00132374   0.126131   0.128095    0.129025   0.129911   0.131257   2.9488e-05
t_subj(lv).761    0.150398  0.000757671   0.148694    0.14994    0.150449   0.150923   0.151708  1.71756e-05
t_subj(lv).762    0.147386   0.00109779   0.145028   0.146705    0.147475   0.148156   0.149282   2.4383e-05
t_subj(lv).763   0.0938583   0.00151338  0.0905447  0.0929321   0.0939591  0.0949273  0.0965527  3.11624e-05
t_subj(lv).764    0.102295   0.00134745  0.0993821   0.101424    0.102362   0.103251   0.104651  2.83825e-05
t_subj(lv).765    0.156794   0.00202076   0.152559   0.155529    0.156879   0.158241   0.160559  4.99718e-05
t_subj(lv).766    0.130728   0.00110464   0.128281   0.130026    0.130814   0.131497   0.132654  2.31948e-05
t_subj(lv).767   0.0923038   0.00128017  0.0895361  0.0915225   0.0924041  0.0931988  0.0945501  2.74317e-05
t_subj(lv).768    0.089636   0.00179822  0.0856571  0.0884597   0.0897273  0.0909451  0.0927811  3.51776e-05
t_subj(lv).769    0.106984   0.00113113   0.104575   0.106261    0.107038    0.10777   0.109068  2.30795e-05
