                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
t_std             0.221891    0.0349333     0.166163     0.195893     0.218142     0.244767     0.299489   0.00198364
t_subj(hc).0      0.145954   0.00236152     0.141269     0.144398     0.146031     0.147621     0.150464  8.28006e-05
t_subj(hc).1      0.209674   0.00117283     0.207248     0.208921       0.2097     0.210473      0.21189  3.49188e-05
t_subj(hc).2      0.109861   0.00294253     0.103565     0.108003     0.109863      0.11189     0.115298  7.99914e-05
t_subj(hc).3   1.64397e-05  1.82143e-05   1.2086e-07  3.29124e-06  1.00872e-05  2.39468e-05  6.68736e-05  6.72516e-07
t_subj(hc).4      0.216186   0.00120584     0.213617     0.215463     0.216234     0.216992     0.218482   3.6543e-05
t_subj(hc).5      0.180275   0.00167659     0.176776     0.179176     0.180343     0.181492      0.18326  4.40403e-05
t_subj(hc).6      0.229167   0.00100942     0.227071     0.228528      0.22921      0.22988     0.230942  2.98228e-05
t_subj(hc).7      0.237014  0.000983441     0.234912     0.236394     0.237061     0.237703     0.238798  3.24349e-05
t_subj(hc).8      0.145948   0.00101589     0.143785     0.145314     0.146022     0.146671     0.147751  2.26432e-05
t_subj(hc).9      0.175302   0.00173357     0.171635     0.174236      0.17537      0.17646     0.178492   5.8275e-05
t_subj(hc).10      0.12095   0.00257671     0.115493     0.119316     0.121057     0.122793     0.125629  7.70901e-05
t_subj(hc).11     0.222966    0.0012803     0.220313     0.222124     0.223028     0.223852     0.225314  4.44963e-05
t_subj(hc).12     0.237662  0.000969194     0.235644     0.237045      0.23772     0.238339     0.239393  3.09091e-05
t_subj(hc).13    0.0747857   0.00290482    0.0689603    0.0728439    0.0748027    0.0768018    0.0801104   9.7449e-05
t_subj(hc).14     0.240603  0.000906235     0.238689     0.240033     0.240648     0.241225     0.242224  2.77132e-05
t_subj(hc).15     0.197667    0.0016289     0.194249     0.196583     0.197762     0.198796     0.200701  5.12384e-05
t_subj(hc).16     0.135994   0.00229361     0.131414      0.13451     0.136053     0.137608     0.140235  8.05556e-05
t_subj(hc).17  2.13957e-05   2.4774e-05  3.64063e-08  4.16179e-06  1.30493e-05  2.95606e-05  9.16274e-05  8.30956e-07
t_subj(hc).18    0.0815666    0.0033815    0.0742965    0.0794557    0.0817584    0.0839787    0.0873911  0.000114106
t_subj(hc).19     0.196276   0.00173545     0.192684     0.195152     0.196354     0.197496     0.199394  6.04419e-05
t_subj(hc).20     0.100447    0.0028171    0.0944772    0.0985927     0.100579     0.102346     0.105482  9.37163e-05
t_subj(hc).21     0.198858   0.00147195     0.195728     0.197915     0.198897     0.199878     0.201547  4.72469e-05
t_subj(hc).22     0.170094   0.00217034     0.165635     0.168662     0.170137     0.171638     0.174189  7.54136e-05
t_subj(hc).23     0.114932   0.00121015     0.112353     0.114196     0.115039     0.115761     0.116985  2.88291e-05
t_subj(hv).0      0.144061    0.0024948     0.138782     0.142462     0.144155     0.145811     0.148613  8.12314e-05
t_subj(hv).1      0.225741   0.00102844      0.22359     0.225092     0.225799     0.226468     0.227623  2.85285e-05
t_subj(hv).2      0.118601    0.0028423     0.112516     0.116693     0.118697     0.120658     0.123669  8.53298e-05
t_subj(hv).3   2.10497e-05  2.51155e-05  1.18755e-07  3.80852e-06  1.21032e-05  2.83831e-05  9.67398e-05  9.99561e-07
t_subj(hv).4      0.229276   0.00102245     0.227126     0.228624      0.22932     0.229988     0.231204  3.50122e-05
t_subj(hv).5      0.196055   0.00150385     0.192893     0.195068     0.196127     0.197113     0.198863  4.20694e-05
t_subj(hv).6       0.24131  0.000873449     0.239464     0.240739     0.241371     0.241886     0.242948  2.44475e-05
t_subj(hv).7      0.236329   0.00104605     0.234168     0.235672     0.236365     0.237067     0.238203  3.45374e-05
t_subj(hv).8      0.145687   0.00108187     0.143242     0.145033     0.145749     0.146444     0.147548  2.30438e-05
t_subj(hv).9      0.172131   0.00201682     0.167888     0.170749     0.172267     0.173562     0.175666  7.29503e-05
t_subj(hv).10     0.119753   0.00280171     0.114004     0.117891      0.11986     0.121693     0.125028  9.54049e-05
t_subj(hv).11     0.220697   0.00136654     0.217964     0.219804      0.22077     0.221644     0.223261  5.00512e-05
t_subj(hv).12     0.234402   0.00113273     0.231981     0.233688     0.234459     0.235203     0.236467  3.50378e-05
t_subj(hv).13    0.0735673   0.00308812    0.0672273    0.0714783    0.0737965    0.0756576    0.0792524  0.000106666
t_subj(hv).14      0.24615   0.00099716     0.244016     0.245533     0.246213     0.246812     0.247998  3.42245e-05
t_subj(hv).15     0.196127   0.00166168     0.192874     0.194951      0.19612     0.197339     0.199201  5.01226e-05
t_subj(hv).16     0.132819   0.00253872     0.127504     0.131207     0.132898     0.134566     0.137469  8.83852e-05
t_subj(hv).17   1.5328e-05  1.82277e-05  3.12662e-08   2.7739e-06  8.90946e-06  2.09557e-05  6.81113e-05  7.11326e-07
t_subj(hv).18    0.0768023   0.00379492    0.0688264    0.0743643    0.0770496    0.0795339    0.0835004  0.000126698
t_subj(hv).19      0.19765   0.00159662     0.194387      0.19657     0.197707     0.198747     0.200643  5.18692e-05
t_subj(hv).20     0.100289   0.00270388    0.0946384    0.0985432     0.100428      0.10213     0.105102  0.000105765
t_subj(hv).21     0.196972   0.00165252      0.19372     0.195873     0.197006      0.19808     0.200128  5.92674e-05
t_subj(hv).22     0.169507   0.00213017     0.165259      0.16814     0.169556     0.170942     0.173531  6.25953e-05
t_subj(hv).23      0.11466   0.00120387     0.112118     0.113896      0.11472     0.115526     0.116771  2.74947e-05
t_subj(lc).0      0.146384   0.00237953     0.141389     0.144918     0.146467     0.147975     0.150769   8.6046e-05
t_subj(lc).1       0.20917   0.00106164     0.206984     0.208493     0.209198     0.209919     0.211127  3.21042e-05
t_subj(lc).2      0.106745   0.00269336     0.101071     0.104922     0.106832     0.108672     0.111722  0.000101161
t_subj(lc).3   1.55323e-05  1.80123e-05  9.00415e-08  2.91012e-06  9.09611e-06  2.24428e-05  6.48677e-05  6.92851e-07
t_subj(lc).4      0.218627   0.00101367     0.216504     0.217984     0.218671     0.219311      0.22046   3.9447e-05
t_subj(lc).5      0.179911   0.00165838     0.176558     0.178815      0.17996     0.181052     0.182956  5.37398e-05
t_subj(lc).6      0.230875  0.000793412     0.229247     0.230365     0.230887     0.231437     0.232341  2.91927e-05
t_subj(lc).7       0.24199  0.000638724     0.240655     0.241585     0.242013     0.242422     0.243214  2.27631e-05
t_subj(lc).8      0.146482  0.000925822     0.144454     0.145918     0.146554     0.147129     0.148077  2.21876e-05
