                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
z_subj(hc).20      0.56312      0.01289     0.537631     0.554446      0.56334     0.571723      0.58843  0.000298588
z_subj(hc).21     0.524466    0.0126608     0.500199     0.515851     0.524364     0.532857     0.549737  0.000329058
z_subj(hc).22     0.503591    0.0137334     0.475451     0.494293     0.504316     0.513195     0.529376  0.000337675
z_subj(hc).23     0.472995    0.0169643     0.439897      0.46166     0.472939     0.483774     0.507423  0.000509326
z_subj(hv).0      0.546114    0.0130283     0.520688      0.53745     0.546442     0.554823     0.571431  0.000282608
z_subj(hv).1      0.475579    0.0152977     0.445629     0.465017     0.475556     0.485928     0.505396  0.000435189
z_subj(hv).2      0.473969    0.0152515     0.443854     0.463824     0.473679     0.484532     0.504111  0.000379428
z_subj(hv).3      0.391824    0.0146732     0.363719     0.381626     0.391442     0.401608      0.42153  0.000434953
z_subj(hv).4      0.498684     0.016082     0.467816     0.487757     0.498283     0.509647      0.53052  0.000427646
z_subj(hv).5      0.499094    0.0153472     0.469242     0.488936     0.498703     0.509597     0.529214   0.00034869
z_subj(hv).6      0.480683    0.0150309     0.452261     0.470519     0.480515     0.490498     0.510862  0.000361411
z_subj(hv).7      0.568927    0.0124458     0.544312     0.560571     0.568973     0.577364     0.592635  0.000289569
z_subj(hv).8      0.504854    0.0160428     0.473859      0.49377     0.504318     0.515327     0.538483  0.000459426
z_subj(hv).9      0.539852    0.0129133     0.514906     0.531273     0.539776     0.548662     0.564496  0.000336981
z_subj(hv).10     0.532907    0.0132022     0.506868     0.524121     0.533024     0.542004     0.558161   0.00032319
z_subj(hv).11     0.553352    0.0127573     0.527886     0.544949     0.553317     0.561836     0.579033  0.000309268
z_subj(hv).12     0.536767    0.0130169     0.511751     0.527541     0.536742     0.546115     0.561798  0.000338805
z_subj(hv).13     0.545252    0.0131264     0.518959     0.536847     0.545257     0.553914     0.571241  0.000314815
z_subj(hv).14     0.511766    0.0144345     0.483387      0.50208     0.511662     0.521315     0.539878   0.00037196
z_subj(hv).15     0.540578    0.0127568      0.51554     0.531962     0.540389     0.549544     0.565092  0.000288285
z_subj(hv).16     0.521648     0.012931     0.496054      0.51309     0.521646     0.530739     0.546447  0.000319564
z_subj(hv).17     0.569474    0.0157305     0.538839     0.558671     0.569485     0.580678     0.599622  0.000489029
z_subj(hv).18      0.52367    0.0135022     0.496967     0.514719     0.523779     0.532854     0.549403  0.000324701
z_subj(hv).19     0.538564    0.0129659     0.512646     0.529494     0.538458     0.547639     0.563122   0.00028943
z_subj(hv).20     0.558232     0.013265     0.533498     0.549113     0.558345     0.566986     0.584793   0.00037267
z_subj(hv).21     0.537268    0.0128617     0.512845     0.528836     0.537224     0.545819     0.562831  0.000301275
z_subj(hv).22     0.503309     0.013071     0.476563     0.494351      0.50343     0.511954     0.528799  0.000306709
z_subj(hv).23     0.494004    0.0168222     0.460497     0.482573      0.49379     0.505952     0.526165  0.000499732
z_subj(lc).0      0.541846    0.0127007     0.516635     0.533568     0.541704     0.550363     0.567535  0.000361467
z_subj(lc).1      0.533773    0.0135042     0.506809     0.525015     0.533579     0.542866     0.560343  0.000399102
z_subj(lc).2      0.562485    0.0135019     0.536013     0.553478     0.562493     0.571822      0.58891  0.000409799
z_subj(lc).3      0.487354    0.0147016     0.458628     0.477031     0.487718     0.497531      0.51614  0.000367828
z_subj(lc).4      0.549487     0.013584     0.522744     0.540491     0.549668     0.558856     0.575525  0.000364432
z_subj(lc).5      0.521894    0.0134604     0.495593     0.512666     0.521638     0.531173     0.548271  0.000349272
