                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
v_subj(hc).23     0.947096     0.108024     0.740279     0.874291     0.945351      1.02142      1.16074   0.00276493
v_subj(hv).0      0.615475     0.112685      0.39601     0.535668     0.615782     0.691611     0.831972   0.00244941
v_subj(hv).1      0.652986     0.143912     0.367725      0.55676     0.655091     0.748121      0.92892   0.00345479
v_subj(hv).2      0.281304     0.100894    0.0897931     0.213623     0.282809     0.349245     0.473132   0.00272269
v_subj(hv).3      0.511321    0.0846427     0.351346     0.457666     0.510837     0.566328      0.67777   0.00209335
v_subj(hv).4      0.532915     0.148704     0.238843     0.437066     0.530451     0.635564     0.813575   0.00353599
v_subj(hv).5      0.395094     0.122708     0.142347     0.316697     0.394665     0.478492     0.634065   0.00304776
v_subj(hv).6       1.04224     0.153153     0.733801     0.937323      1.04547      1.15154      1.33231   0.00372423
v_subj(hv).7      0.708269     0.168988     0.385945     0.593148     0.708664     0.823406      1.04221   0.00384917
v_subj(hv).8      0.476011     0.107225     0.268135     0.403029      0.47808     0.547551     0.683893   0.00260699
v_subj(hv).9      0.661362     0.128395     0.411992     0.574457     0.661076     0.747801      0.91058   0.00287917
v_subj(hv).10     0.252266     0.110016    0.0363201     0.180735     0.251441     0.324629     0.471852   0.00248459
v_subj(hv).11     0.816756     0.141383     0.540877     0.720216      0.81715     0.910079      1.09269   0.00284719
v_subj(hv).12    0.0643363     0.159136    -0.240084   -0.0432713    0.0637305     0.172527      0.37433   0.00387015
v_subj(hv).13     0.337067     0.103971     0.131643     0.265443     0.339184     0.407759     0.539415   0.00272227
v_subj(hv).14     0.123143     0.156745    -0.186989    0.0203589     0.120644      0.22181     0.428913   0.00291106
v_subj(hv).15     0.512112     0.132568     0.245768     0.422639     0.511464     0.604777     0.764909   0.00268318
v_subj(hv).16   -0.0844706     0.118454    -0.316983    -0.161704   -0.0859002  -0.00208532     0.146355   0.00268607
v_subj(hv).17     0.453024    0.0870224     0.280828     0.393082     0.454888     0.514899     0.623938    0.0021488
v_subj(hv).18     0.552011    0.0946932     0.361789     0.488429     0.549717     0.618372     0.734827   0.00229674
v_subj(hv).19     0.516141     0.136136     0.236407     0.425984     0.517964     0.608159     0.783414   0.00291482
v_subj(hv).20     0.577994     0.108105     0.372052     0.502858     0.579042     0.652891     0.784171   0.00227095
v_subj(hv).21     0.121184     0.137087    -0.151408    0.0266001     0.120243     0.210451     0.388174    0.0027782
v_subj(hv).22     0.402737     0.121484     0.166298     0.323023     0.403666     0.484919     0.637451   0.00289294
v_subj(hv).23     0.658513     0.106221     0.443275     0.587236     0.661335     0.730071     0.863576   0.00258174
v_subj(lc).0       1.30965     0.113253      1.08436      1.23591      1.30969      1.38463      1.53685   0.00252179
v_subj(lc).1        1.6244     0.148508       1.3245      1.52763      1.62073      1.72582      1.91723   0.00343228
v_subj(lc).2       1.13738     0.106494     0.935769       1.0677      1.13667      1.20876      1.34272   0.00227972
v_subj(lc).3       1.16879    0.0855017       1.0026        1.113      1.16936      1.22625      1.33218   0.00203918
v_subj(lc).4       2.10859     0.158026      1.79129       2.0012      2.11625      2.22089      2.40932   0.00390464
v_subj(lc).5         1.527     0.130108      1.26799      1.44418      1.52576      1.61481      1.78792   0.00329388
v_subj(lc).6       1.87703     0.162458      1.56455      1.76654      1.87682      1.98616      2.19991   0.00408605
v_subj(lc).7       2.03018     0.186572      1.66795      1.89727      2.03465      2.15543       2.4005   0.00446067
v_subj(lc).8       1.89298     0.122959      1.64566      1.81241      1.89291      1.97555      2.12965   0.00288014
v_subj(lc).9        1.5343     0.136389      1.27062      1.44245      1.53538      1.62803      1.80129   0.00345353
v_subj(lc).10      1.08832     0.109777     0.872029      1.01321      1.08871      1.16689      1.29763   0.00251286
v_subj(lc).11      1.93235     0.171661      1.60987      1.80991      1.93457      2.05234       2.2585   0.00314043
v_subj(lc).12      2.02022     0.182459      1.65724      1.89704      2.01965      2.13931      2.38544   0.00431672
v_subj(lc).13      1.16223     0.103945     0.961641      1.08826      1.16192      1.23336      1.36927   0.00282116
v_subj(lc).14      2.00883     0.177886      1.65596      1.88841       2.0129      2.13167      2.34597   0.00471542
