choice, accuracy, solution,  reward, cumulative_reward, rt,  total_trial_time, iti, cp_with_slow_fast
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,7.360000000000000000e+02,3.117659091949462891e-01,1.700186014175415039e+00,4.048080780742204232e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,7.970000000000000000e+02,2.527990341186523438e-01,1.854099035263061523e+00,6.087499778651265236e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,8.610000000000000000e+02,3.309040069580078125e-01,1.676933050155639648e+00,3.527487912063695941e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.800000000000000000e+01,9.290000000000000000e+02,3.125200271606445312e-01,1.635100126266479492e+00,3.212625607771883995e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,9.950000000000000000e+02,2.903158664703369141e-01,1.935246944427490234e+00,6.561940111610198301e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,1.064000000000000000e+03,2.770371437072753906e-01,1.882122039794921875e+00,6.217416714892998186e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.700000000000000000e+01,1.131000000000000000e+03,3.507409095764160156e-01,1.784271001815795898e+00,4.396283771575136279e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,1.191000000000000000e+03,3.335421085357666016e-01,1.582260131835937500e+00,2.555145227656085427e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.200000000000000000e+01,1.253000000000000000e+03,3.092699050903320312e-01,1.696864843368530273e+00,4.022706088848583272e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,1.315000000000000000e+03,3.612589836120605469e-01,2.026312828063964844e+00,6.783598550801903659e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.379000000000000000e+03,3.596968650817871094e-01,1.650654077529907227e+00,3.128098495164675641e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.443000000000000000e+03,2.617278099060058594e-01,1.994453191757202148e+00,7.401878223721964911e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.800000000000000000e+01,1.511000000000000000e+03,2.437930107116699219e-01,1.665321826934814453e+00,4.392580309070110989e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000000e+01,1.576000000000000000e+03,3.062419891357421875e-01,1.862941980361938477e+00,5.688305903309238687e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+01,1.646000000000000000e+03,2.976100444793701172e-01,1.562469005584716797e+00,2.650007944109011859e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+01,1.711000000000000000e+03,3.376288414001464844e-01,1.642817020416259766e+00,3.244970459793277140e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.800000000000000000e+01,1.779000000000000000e+03,2.747449874877929688e-01,1.600290060043334961e+00,3.415012393513885414e-01,0.000000000000000000e+00
