choice, accuracy, solution,  reward, cumulative_reward, rt,  total_trial_time, iti, cp_with_slow_fast
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,1.285300000000000000e+04,3.494029045104980469e-01,1.684325933456420898e+00,3.483722305681897224e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,1.291000000000000000e+04,2.891080379486083984e-01,1.738698005676269531e+00,4.703545962940488545e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,1.296600000000000000e+04,2.881209850311279297e-01,1.969336032867431641e+00,6.894880462707064783e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,1.302200000000000000e+04,2.676451206207275391e-01,1.579147100448608398e+00,3.191185762067554887e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,1.307800000000000000e+04,2.822508811950683594e-01,1.922279119491577148e+00,6.411250296039425756e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000000e+01,1.313700000000000000e+04,3.206131458282470703e-01,1.746839046478271484e+00,4.382670264803767979e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,1.319800000000000000e+04,2.787220478057861328e-01,1.685002803802490234e+00,4.067362226383526846e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,1.325800000000000000e+04,2.685301303863525391e-01,1.909615993499755859e+00,6.494899648094938360e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,1.332100000000000000e+04,3.548569679260253906e-01,1.890779972076416016e+00,5.404628221871278226e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,1.338400000000000000e+04,3.145139217376708984e-01,2.054876089096069336e+00,7.452052323327187366e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.344800000000000000e+04,3.136899471282958984e-01,1.967169046401977539e+00,6.625393640900879566e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.351200000000000000e+04,2.812199592590332031e-01,1.612350940704345703e+00,3.419679755764690188e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,1.356800000000000000e+04,2.754440307617187500e-01,1.971464872360229492e+00,7.130866266949691390e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,1.362800000000000000e+04,2.828748226165771484e-01,1.912243127822875977e+00,6.421182608930022795e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,1.368800000000000000e+04,3.002648353576660156e-01,1.867264986038208008e+00,5.762238382573545703e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,1.374500000000000000e+04,2.556121349334716797e-01,1.825673818588256836e+00,5.852750488437143961e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000000e+01,1.380400000000000000e+04,3.353350162506103516e-01,1.594662904739379883e+00,2.637124191881025648e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,1.386500000000000000e+04,2.781620025634765625e-01,1.655180931091308594e+00,3.854646680951955284e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.200000000000000000e+01,1.392700000000000000e+04,2.554869651794433594e-01,1.756566047668457031e+00,5.086318672268813623e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,1.399000000000000000e+04,2.655279636383056641e-01,1.739828109741210938e+00,4.819177457593539216e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,1.404600000000000000e+04,3.274021148681640625e-01,2.012265920639038086e+00,7.106776163357302334e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000000e+01,1.410500000000000000e+04,2.886750698089599609e-01,1.897562026977539062e+00,6.251078673478054348e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000000e+01,1.416400000000000000e+04,2.546830177307128906e-01,1.704323053359985352e+00,4.629949227044130033e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,1.422400000000000000e+04,2.988219261169433594e-01,1.912542104721069336e+00,6.254141562615675998e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,1.428000000000000000e+04,3.341560363769531250e-01,2.056915998458862305e+00,7.320656552082283053e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,1.434000000000000000e+04,3.485708236694335938e-01,1.791661977767944336e+00,4.410311487816676590e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,1.440000000000000000e+04,3.052690029144287109e-01,1.842984199523925781e+00,5.506438028827829179e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.700000000000000000e+01,1.445700000000000000e+04,2.623431682586669922e-01,1.616507053375244141e+00,3.507603757282234946e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.900000000000000000e+01,1.451600000000000000e+04,3.367760181427001953e-01,1.942173957824707031e+00,6.094084862283954962e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,1.457200000000000000e+04,3.564348220825195312e-01,1.781878948211669922e+00,4.415242024559464795e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.100000000000000000e+01,1.463300000000000000e+04,2.992329597473144531e-01,1.983736038208007812e+00,6.917668434685035894e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,1.468900000000000000e+04,2.939701080322265625e-01,1.863845109939575195e+00,5.891112930479520671e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.900000000000000000e+01,1.472800000000000000e+04,2.654211521148681641e-01,1.594356060028076172e+00,3.338078689831530665e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000000e+01,1.479300000000000000e+04,3.404610157012939453e-01,1.894093990325927734e+00,5.610655156177832836e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.800000000000000000e+01,1.486100000000000000e+04,3.251321315765380859e-01,1.936779975891113281e+00,6.311877009633081181e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.800000000000000000e+01,1.492900000000000000e+04,2.568469047546386719e-01,1.935389995574951172e+00,6.999152324192075003e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,1.499800000000000000e+04,3.509600162506103516e-01,1.774337053298950195e+00,4.246388118775280551e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.900000000000000000e+01,1.506700000000000000e+04,2.463018894195556641e-01,1.920962095260620117e+00,6.787076039210473422e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.700000000000000000e+01,1.513400000000000000e+04,2.727098464965820312e-01,1.878048896789550781e+00,6.235696145647694477e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+01,1.519900000000000000e+04,3.764529228210449219e-01,1.874979972839355469e+00,5.154352972434070868e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.200000000000000000e+01,1.526100000000000000e+04,2.582120895385742188e-01,1.946965932846069336e+00,6.956217011979060061e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.100000000000000000e+01,1.533200000000000000e+04,3.349370956420898438e-01,2.042483091354370117e+00,7.215018326281807948e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000000e+01,1.539700000000000000e+04,2.880179882049560547e-01,1.671725034713745117e+00,3.936392029661461844e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,1.546600000000000000e+04,2.863638401031494141e-01,1.891393899917602539e+00,6.182135081756656714e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,1.553200000000000000e+04,3.464798927307128906e-01,2.075408220291137695e+00,7.269186424287017445e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.559600000000000000e+04,2.738709449768066406e-01,1.857494831085205078e+00,6.012862333679380722e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,1.566500000000000000e+04,3.782777786254882812e-01,1.742505073547363281e+00,3.607727450105890354e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,1.572900000000000000e+04,3.230130672454833984e-01,1.564011096954345703e+00,2.582901721694805808e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000000e+01,1.579400000000000000e+04,2.734110355377197266e-01,1.967621088027954102e+00,7.088634955048822572e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.585800000000000000e+04,2.907881736755371094e-01,1.799773931503295898e+00,5.255603864081279664e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+01,1.589200000000000000e+04,2.698459625244140625e-01,1.603920936584472656e+00,3.464300824153793701e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,1.595600000000000000e+04,3.328480720520019531e-01,2.026480197906494141e+00,7.063593037867630375e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.602000000000000000e+04,2.835769653320312500e-01,2.009307861328125000e+00,7.319322297291741553e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.900000000000000000e+01,1.608900000000000000e+04,2.429299354553222656e-01,1.576278924942016602e+00,3.420357885369532669e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,1.615500000000000000e+04,2.773590087890625000e-01,1.980570077896118164e+00,7.222928311472901486e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,1.621700000000000000e+04,3.170688152313232422e-01,1.643079996109008789e+00,3.325061952880233318e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.628100000000000000e+04,2.881059646606445312e-01,1.829314947128295898e+00,5.450005919898999185e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.200000000000000000e+01,1.634300000000000000e+04,3.045561313629150391e-01,1.893945217132568359e+00,6.056204233076648569e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,1.637900000000000000e+04,2.638018131256103516e-01,1.887700080871582031e+00,6.267295219225953451e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.100000000000000000e+01,1.644000000000000000e+04,3.074078559875488281e-01,1.786095857620239258e+00,4.963860088144229077e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,1.650400000000000000e+04,3.142299652099609375e-01,2.015295982360839844e+00,7.115249143866506643e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,1.657300000000000000e+04,3.645341396331787109e-01,1.662740945816040039e+00,3.080897080992864856e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,1.663600000000000000e+04,3.179960250854492188e-01,1.904377937316894531e+00,5.955898942017672226e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,1.669900000000000000e+04,2.800261974334716797e-01,1.929309844970703125e+00,6.582213160748879854e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+01,1.676900000000000000e+04,2.797300815582275391e-01,1.944675922393798828e+00,6.696374260957901337e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.683300000000000000e+04,3.268771171569824219e-01,1.927833080291748047e+00,5.976435536559919770e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,1.689600000000000000e+04,2.851819992065429688e-01,1.734689950942993164e+00,4.658720623897135704e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,1.696000000000000000e+04,2.622630596160888672e-01,1.905496835708618164e+00,6.379506782199827475e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000000e+01,1.702500000000000000e+04,2.873160839080810547e-01,1.867227077484130859e+00,5.886290726745934121e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,1.708700000000000000e+04,3.137049674987792969e-01,1.817952156066894531e+00,5.067330282855344592e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,1.715000000000000000e+04,2.450428009033203125e-01,1.719182014465332031e+00,4.760481353787116565e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000000e+01,1.721500000000000000e+04,2.845010757446289062e-01,1.714051008224487305e+00,4.401892592859186770e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,1.727900000000000000e+04,2.878129482269287109e-01,1.961224079132080078e+00,6.845368039634911472e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,1.733900000000000000e+04,2.673029899597167969e-01,1.732640027999877930e+00,4.675086006114340664e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,1.740500000000000000e+04,4.069499969482421875e-01,1.822284936904907227e+00,4.232570035256111862e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.900000000000000000e+01,1.746400000000000000e+04,2.914800643920898438e-01,1.945404052734375000e+00,6.684829042640501040e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,1.752600000000000000e+04,2.935509681701660156e-01,1.606609106063842773e+00,3.254994631563653540e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,1.759200000000000000e+04,2.976241111755371094e-01,1.553819894790649414e+00,2.628012548422434813e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.700000000000000000e+01,1.765900000000000000e+04,2.786638736724853516e-01,1.880859136581420898e+00,6.100649035515970375e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.900000000000000000e+01,1.769800000000000000e+04,2.453808784484863281e-01,1.503758907318115234e+00,2.642190738810513695e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,1.775400000000000000e+04,3.603310585021972656e-01,2.089511871337890625e+00,7.200184355645218304e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000000e+01,1.781300000000000000e+04,2.184698581695556641e-01,1.937981128692626953e+00,7.247346265681873234e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,1.786900000000000000e+04,3.322510719299316406e-01,1.876454830169677734e+00,5.514336749651985725e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.900000000000000000e+01,1.792800000000000000e+04,3.199501037597656250e-01,1.722848176956176758e+00,4.078503126004068835e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,1.799100000000000000e+04,2.592809200286865234e-01,1.629708051681518555e+00,3.876530685519837816e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.300000000000000000e+01,1.804400000000000000e+04,3.350989818572998047e-01,1.781943798065185547e+00,4.529263350481852468e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.300000000000000000e+01,1.809700000000000000e+04,2.658491134643554688e-01,1.650195837020874023e+00,3.866006008780749625e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,1.815800000000000000e+04,3.948559761047363281e-01,1.739042997360229492e+00,3.424153083080926363e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.900000000000000000e+01,1.821700000000000000e+04,3.304898738861083984e-01,2.057164192199707031e+00,7.325801311954585060e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,1.827300000000000000e+04,3.249380588531494141e-01,1.843010902404785156e+00,5.258880329963493416e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,1.833400000000000000e+04,3.397560119628906250e-01,1.967319011688232422e+00,6.431542573161317389e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.900000000000000000e+01,1.839300000000000000e+04,2.651259899139404297e-01,1.705043077468872070e+00,4.484820196760281874e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,1.845500000000000000e+04,3.432369232177734375e-01,1.840916156768798828e+00,5.227268317946872633e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,1.851200000000000000e+04,2.732520103454589844e-01,1.863091945648193359e+00,6.025026965857320782e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,1.856700000000000000e+04,2.906808853149414062e-01,1.798913955688476562e+00,5.182374965519180865e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,1.862700000000000000e+04,2.577288150787353516e-01,1.638598918914794922e+00,3.903828421541783444e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,1.869000000000000000e+04,2.624139785766601562e-01,1.602088928222656250e+00,3.425512995026219754e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,1.875200000000000000e+04,2.685220241546630859e-01,1.770708084106445312e+00,5.131755528508491482e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,1.881300000000000000e+04,2.818558216094970703e-01,1.775180101394653320e+00,5.050761603069430228e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,1.887300000000000000e+04,2.585289478302001953e-01,1.511209011077880859e+00,2.666265930055812250e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.600000000000000000e+01,1.892900000000000000e+04,2.729778289794921875e-01,1.557012081146240234e+00,2.903350516823549055e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.200000000000000000e+01,1.899100000000000000e+04,2.890701293945312500e-01,1.732044935226440430e+00,4.556400617979834422e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.500000000000000000e+01,1.904600000000000000e+04,2.907958030700683594e-01,1.702270030975341797e+00,4.246777753248134335e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,1.910600000000000000e+04,2.808189392089843750e-01,1.657787084579467773e+00,3.826072332901937489e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,1.916800000000000000e+04,2.821888923645019531e-01,1.604412078857421875e+00,3.204576486132025281e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.300000000000000000e+01,1.920100000000000000e+04,2.732789516448974609e-01,1.667487859725952148e+00,4.046025244159054957e-01,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+01,1.923900000000000000e+04,2.376358509063720703e-01,1.775757789611816406e+00,5.469642016567877185e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,1.930200000000000000e+04,4.190049171447753906e-01,2.087042808532714844e+00,6.839364150152280608e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.700000000000000000e+01,1.936900000000000000e+04,2.931890487670898438e-01,1.622610807418823242e+00,3.403170078574834223e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.900000000000000000e+01,1.943800000000000000e+04,2.874808311462402344e-01,1.792732954025268555e+00,5.162732893520851629e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.200000000000000000e+01,1.950000000000000000e+04,2.965390682220458984e-01,1.682883977890014648e+00,3.827013820735525873e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,1.956600000000000000e+04,2.613098621368408203e-01,1.782665967941284180e+00,5.319192881087609903e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.963000000000000000e+04,3.486700057983398438e-01,1.888380050659179688e+00,5.537252953452715953e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.900000000000000000e+01,1.969900000000000000e+04,2.938661575317382812e-01,1.915955066680908203e+00,6.196758774592021624e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.800000000000000000e+01,1.976700000000000000e+04,2.512190341949462891e-01,1.501985073089599609e+00,2.554156311953127423e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+01,1.983200000000000000e+04,3.722329139709472656e-01,2.006011009216308594e+00,6.444478701378918428e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,1.989600000000000000e+04,3.143250942230224609e-01,1.694998979568481445e+00,3.898073451504789344e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,1.995900000000000000e+04,3.024029731750488281e-01,1.967593193054199219e+00,6.738350486386927019e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.800000000000000000e+01,2.002700000000000000e+04,2.538259029388427734e-01,1.894523859024047852e+00,6.517610284742776372e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,2.009300000000000000e+04,3.388772010803222656e-01,2.054445028305053711e+00,7.229328086857509383e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+01,2.015800000000000000e+04,3.199179172515869141e-01,1.715219974517822266e+00,4.051970028717387096e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,2.022200000000000000e+04,3.353998661041259766e-01,1.975586175918579102e+00,6.472645933636731463e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,2.028800000000000000e+04,4.117300510406494141e-01,1.763902902603149414e+00,3.615620515791931333e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.400000000000000000e+01,2.035200000000000000e+04,2.831358909606933594e-01,1.596834182739257812e+00,3.251546972697317850e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.100000000000000000e+01,2.042300000000000000e+04,2.832038402557373047e-01,1.658396959304809570e+00,3.835815648590500393e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.300000000000000000e+01,2.048600000000000000e+04,3.766829967498779297e-01,1.661761045455932617e+00,2.788599149606122984e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,2.055200000000000000e+04,3.166170120239257812e-01,1.684890031814575195e+00,3.803681064073075047e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,2.061800000000000000e+04,2.583129405975341797e-01,1.575194835662841797e+00,3.389990035957751169e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,2.068700000000000000e+04,3.880541324615478516e-01,1.787691116333007812e+00,4.100369096323710494e-01,0.000000000000000000e+00
