                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
t_subj(lc).4      0.216952  0.000907395     0.215026     0.216368     0.216979     0.217561     0.218654  2.66798e-05
t_subj(lc).5       0.17944   0.00141103     0.176475     0.178525     0.179498     0.180415     0.182003  3.43107e-05
t_subj(lc).6      0.228753  0.000746657     0.227264     0.228235      0.22876     0.229258     0.230168   1.9768e-05
t_subj(lc).7      0.239403  0.000631787     0.238124     0.238998     0.239401     0.239846     0.240614  1.89595e-05
t_subj(lc).8      0.146293  0.000937221     0.144252     0.145726     0.146369     0.146961     0.147899  2.10172e-05
t_subj(lc).9      0.176468    0.0012697     0.173863      0.17563     0.176499     0.177345     0.178929  3.33559e-05
t_subj(lc).10     0.124415   0.00188314     0.120513     0.123219     0.124485     0.125773     0.127909  5.13668e-05
t_subj(lc).11     0.226136  0.000859517     0.224368     0.225612     0.226182     0.226706     0.227771  2.46906e-05
t_subj(lc).12     0.238957  0.000663127     0.237642     0.238528     0.238962     0.239423     0.240196  1.95622e-05
t_subj(lc).13    0.0756689   0.00241082    0.0707909    0.0740465    0.0757827    0.0773405    0.0802095  7.13792e-05
t_subj(lc).14     0.234882  0.000577431      0.23371     0.234507     0.234908     0.235284     0.235948  1.43446e-05
t_subj(lc).15     0.200887   0.00105678      0.19868      0.20019     0.200899     0.201614     0.202922  2.92394e-05
t_subj(lc).16     0.137036   0.00174595     0.133582     0.135904     0.137108      0.13818     0.140409   4.6746e-05
t_subj(lc).17  1.43796e-05  1.68763e-05  4.83954e-08  2.83886e-06  8.22498e-06  1.96267e-05  6.39088e-05   7.2501e-07
t_subj(lc).18    0.0812535   0.00263216    0.0760403    0.0795796    0.0812055    0.0830756    0.0861179  7.63404e-05
t_subj(lc).19     0.199541    0.0011385     0.197294     0.198788     0.199576     0.200295     0.201724  3.36774e-05
t_subj(lc).20     0.100495   0.00215854    0.0959922    0.0991521     0.100581     0.101961     0.104586   6.4164e-05
t_subj(lc).21     0.200215   0.00109202     0.197915     0.199529     0.200236     0.200961      0.20224  3.36376e-05
t_subj(lc).22     0.171689   0.00152904     0.168572     0.170693     0.171706     0.172787     0.174548  3.99993e-05
