                      mean          std       2.5q        25q         50q        75q      97.5q       mc err
t_subj.776       0.0971464   0.00058237  0.0959646  0.0967802   0.0971685  0.0975513  0.0982305  1.17746e-05
t_subj.777        0.114136  0.000459817   0.113151    0.11385    0.114158   0.114452   0.114968  9.87467e-06
t_subj.778        0.103563  0.000731406   0.102055   0.103085    0.103588   0.104086   0.104919  1.73564e-05
t_subj.779        0.113173  0.000485749   0.112162   0.112858    0.113192   0.113498    0.11408  1.15724e-05
t_subj.780        0.207167  0.000427236   0.206254     0.2069    0.207187    0.20747   0.207949  1.01813e-05
t_subj.781        0.139032  0.000353768    0.13825   0.138821    0.139054    0.13928   0.139669  7.92198e-06
t_subj.782        0.122419  0.000478383   0.121408   0.122109    0.122441   0.122752   0.123298  1.00546e-05
t_subj.783        0.129248  0.000390257   0.128403   0.129014    0.129267   0.129518   0.129954  8.67318e-06
t_subj.784       0.0965175  0.000718446  0.0950415  0.0960361   0.0965419  0.0970223  0.0978271  1.88119e-05
z                 0.426278   0.00813567   0.410248   0.420699    0.426177   0.431661   0.442095  0.000197452
z_std             0.159319    0.0173094   0.128012   0.147341    0.158404   0.169945   0.195049  0.000407875
z_subj.761        0.364432   0.00751707   0.349524    0.35934    0.364547   0.369521   0.379145  0.000248995
z_subj.762        0.410888    0.0075403   0.396578   0.405763     0.41096   0.415947   0.425743  0.000253826
z_subj.763        0.466433   0.00761416   0.452103     0.4612    0.466367   0.471487   0.481366   0.00022391
z_subj.764        0.456354   0.00769941   0.441585   0.451232    0.456512   0.461426   0.471498  0.000239517
z_subj.765         0.37716   0.00754367   0.362316   0.372051    0.377105   0.382422   0.391608  0.000219537
z_subj.766        0.381098   0.00789341   0.365692   0.375762    0.381101   0.386386   0.396456   0.00023074
z_subj.767        0.411973   0.00815573   0.396108   0.406299    0.411958   0.417549   0.428252  0.000247938
z_subj.768        0.499781   0.00744749   0.485162   0.494738    0.499672   0.504741   0.514505  0.000220232
z_subj.769        0.413648   0.00806181   0.397651   0.408018    0.413676   0.419206    0.42913  0.000252751
