"r_t1","r_t2","c_prob","c_prob_epoch_t0","c_prob_epoch_t1","cp","obs_cp","mu_rewards","std_rewards","condition","trial","trialset","epoch_n","ID","p_id_solution","t0_p","t1_p","epoch_trial"
3.33166,0,0.853211,0.84,0.16,0,0,3,1,"lc",218,"23",7,784,112,0.85,0.15,25
0,2.182674,0.849315,0.807692,0.192308,0,1,3,1,"lc",219,"23",7,784,112,0.85,0.15,26
0,3.817868,0.85,0,1,1,0,3,1,"lc",220,"23",8,784,111,0.15,0.85,1
0,3.315596,0.850679,0,1,0,0,3,1,"lc",221,"23",8,784,111,0.15,0.85,2
0,2.527913,0.851351,0,1,0,0,3,1,"lc",222,"23",8,784,111,0.15,0.85,3
0,3.702358,0.852018,0,1,0,0,3,1,"lc",223,"23",8,784,111,0.15,0.85,4
0,3.190797,0.852679,0,1,0,0,3,1,"lc",224,"23",8,784,111,0.15,0.85,5
2.276221,0,0.848889,0.166667,0.833333,0,1,3,1,"lc",225,"23",8,784,111,0.15,0.85,6
0,1.613374,0.849558,0.142857,0.857143,0,1,3,1,"lc",226,"23",8,784,111,0.15,0.85,7
0,1.322912,0.85022,0.125,0.875,0,0,3,1,"lc",227,"23",8,784,111,0.15,0.85,8
0,4.733683,0.850877,0.111111,0.888889,0,0,3,1,"lc",228,"23",8,784,111,0.15,0.85,9
0,2.05339,0.851528,0.1,0.9,0,0,3,1,"lc",229,"23",8,784,111,0.15,0.85,10
0,3.430914,0.852174,0.090909,0.909091,0,0,3,1,"lc",230,"23",8,784,111,0.15,0.85,11
0,1.862807,0.852814,0.083333,0.916667,0,0,3,1,"lc",231,"23",8,784,111,0.15,0.85,12
0,2.220604,0.853448,0.076923,0.923077,0,0,3,1,"lc",232,"23",8,784,111,0.15,0.85,13
3.81741,0,0.849785,0.142857,0.857143,0,1,3,1,"lc",233,"23",8,784,111,0.15,0.85,14
0,4.902969,0.850427,0.133333,0.866667,0,1,3,1,"lc",234,"23",8,784,111,0.15,0.85,15
0,2.564646,0.851064,0.125,0.875,0,0,3,1,"lc",235,"23",8,784,111,0.15,0.85,16
0,2.715345,0.851695,0.117647,0.882353,0,0,3,1,"lc",236,"23",8,784,111,0.15,0.85,17
