                      mean          std         2.5q          25q          50q          75q        97.5q       mc err
a_subj(lv).23     0.929143    0.0188486     0.892603     0.916009     0.929336     0.942192     0.966449  0.000350566
v                 0.979086    0.0550184     0.866338     0.943695     0.978944      1.01511       1.0876   0.00126881
v_std             0.256025    0.0460876     0.180285     0.224238     0.250367     0.283667     0.359507   0.00132211
v_subj.0          0.839083    0.0657723     0.710024     0.793233      0.84089     0.884595     0.965445   0.00164542
v_subj.1           1.25406    0.0873727      1.08199      1.19482      1.25636       1.3111      1.43103   0.00258391
v_subj.2          0.682704    0.0607643     0.564795     0.641231     0.684338     0.721477     0.799928   0.00148797
v_subj.3          0.957158     0.051297     0.852009     0.923136     0.958485     0.991721      1.05312   0.00160399
v_subj.4           1.05146    0.0872057      0.87864     0.992479      1.05064      1.10977      1.22721   0.00241688
v_subj.5          0.938705    0.0758901      0.78514     0.888295     0.938373     0.989089      1.08972   0.00207148
v_subj.6           1.48776    0.0987008      1.29714      1.42181      1.48599      1.55397      1.68776   0.00296921
v_subj.7           1.23463    0.0993442      1.03956      1.16863      1.23652      1.30234      1.42783   0.00302953
v_subj.8           1.28718    0.0700479      1.14426      1.24161      1.28801      1.33477      1.42084    0.0021018
v_subj.9          0.988326    0.0770513     0.834192     0.935103     0.988045      1.03854       1.1408   0.00212772
v_subj.10         0.608918    0.0640373     0.483999     0.564698     0.609875     0.652599     0.734624   0.00159576
v_subj.11          1.16629    0.0923801     0.987329      1.10264      1.16651      1.22817      1.34521   0.00264872
v_subj.12          1.07947    0.0988909     0.882411      1.01494      1.08049      1.14546      1.27673   0.00242545
v_subj.13         0.716525    0.0565767     0.603061     0.679488     0.716976      0.75363     0.825313   0.00152109
v_subj.14          1.03576    0.0984055     0.845118      0.97022       1.0375      1.10393      1.22438   0.00232743
v_subj.15           1.0139      0.08118     0.856583     0.957813      1.01246      1.06889      1.17843   0.00224098
v_subj.16         0.742052     0.066743     0.606129     0.699396     0.742482      0.78769     0.873679   0.00194534
v_subj.17           1.1689    0.0509881      1.06737      1.13498      1.16848      1.20367      1.26601   0.00150795
v_subj.18         0.709697    0.0572323     0.600224      0.67081     0.708238     0.748494     0.822235   0.00152981
v_subj.19         0.922077    0.0807992      0.75969     0.870268     0.922495     0.977441      1.07958   0.00213998
v_subj.20         0.840901    0.0614397     0.720004     0.800897     0.843325     0.882376     0.962465   0.00167263
v_subj.21         0.763994     0.078375     0.605547     0.711671     0.765233     0.817284     0.916307   0.00207404
v_subj.22         0.812387    0.0708805     0.670675     0.765007     0.812104     0.859397     0.953756   0.00176676
v_subj.23          1.24019    0.0708581      1.09765      1.19157      1.23976      1.28753      1.38137   0.00231808
t                 0.212395    0.0658328     0.119932     0.169835     0.202886     0.240069     0.366168   0.00424089
t_std              0.28369     0.109568     0.143959      0.21286     0.263493     0.325031     0.554741   0.00719012
t_subj.0          0.147377   0.00117523     0.145019     0.146587     0.147426       0.1482     0.149562  4.80999e-05
t_subj.1          0.208936  0.000602969     0.207738     0.208531     0.208937     0.209357     0.210085  1.82562e-05
t_subj.2          0.108885   0.00135744     0.106082     0.107997     0.108898     0.109796     0.111443  4.77568e-05
t_subj.3       3.62723e-06  4.84577e-06  2.60512e-09  4.42534e-07   1.8331e-06   4.9301e-06  1.63995e-05  2.04113e-07
t_subj.4          0.214592  0.000495751     0.213557     0.214279     0.214602     0.214939      0.21552   1.4374e-05
t_subj.5          0.179944  0.000827752     0.178325     0.179413     0.179954     0.180508     0.181539  2.55804e-05
t_subj.6          0.224167  0.000430271     0.223304     0.223888     0.224187     0.224467     0.224964  1.27007e-05
t_subj.7          0.238967  0.000437608     0.238079     0.238668     0.238983     0.239265     0.239807  1.54469e-05
t_subj.8           0.14647  0.000478749     0.145501     0.146157     0.146477       0.1468      0.14734  1.04106e-05
t_subj.9          0.176424  0.000853806     0.174625     0.175901     0.176434     0.177006     0.178028  3.18879e-05
t_subj.10         0.124113    0.0012415     0.121565     0.123302     0.124141     0.124988     0.126399  4.48967e-05
t_subj.11         0.225806  0.000544824     0.224747     0.225436     0.225808     0.226183     0.226861   1.8867e-05
t_subj.12         0.239236    0.0004281     0.238413     0.238943     0.239235     0.239526     0.240081  1.55661e-05
t_subj.13        0.0748185   0.00159785    0.0716722    0.0737412    0.0748439    0.0759575    0.0778378  5.83489e-05
t_subj.14         0.234779  0.000363419     0.233999     0.234552     0.234779     0.235026      0.23545  1.01945e-05
t_subj.15         0.201007  0.000710558     0.199506     0.200543     0.201029     0.201498     0.202355  2.49458e-05
t_subj.16         0.136742    0.0011535     0.134505     0.135986     0.136744      0.13753     0.138972  4.50082e-05
t_subj.17      3.19261e-06  3.95551e-06  6.01861e-09  4.42106e-07  1.81909e-06  4.40782e-06   1.4535e-05  1.45062e-07
t_subj.18        0.0832874   0.00175144    0.0797229    0.0821259    0.0833212    0.0844411    0.0866397  6.70988e-05
t_subj.19         0.199472  0.000711084     0.197968     0.199031     0.199501     0.199948     0.200807  2.45018e-05
t_subj.20         0.101336   0.00142622    0.0984473      0.10046     0.101399     0.102307     0.104043  4.96482e-05
t_subj.21         0.200575   0.00070189     0.199182     0.200091     0.200604     0.201053     0.201898  2.29226e-05
t_subj.22         0.172142  0.000971501     0.170176      0.17152     0.172161     0.172811      0.17393   3.6596e-05
t_subj.23         0.115334  0.000556183     0.114233     0.114963      0.11537     0.115716     0.116346  1.13136e-05
z                 0.528661   0.00719878     0.514274      0.52402     0.528636     0.533305     0.543148  0.000151225
z_std             0.139715     0.016431     0.111262     0.127859     0.138133     0.150412      0.17595   0.00038819
z_subj.0          0.538519   0.00711548     0.524912     0.533539      0.53843     0.543508     0.552285  0.000213041
z_subj.1          0.528086    0.0079024     0.512524     0.523012     0.528013     0.533287     0.543802  0.000232754
z_subj.2          0.525149   0.00735208     0.510935     0.520245     0.524917     0.529966     0.539407  0.000211097
z_subj.3          0.469585   0.00832464     0.453825     0.463865     0.469529     0.474945     0.486274  0.000260061
z_subj.4          0.543966   0.00793254     0.527987     0.538741     0.543979     0.549491     0.559084  0.000218987
z_subj.5          0.520851    0.0076483     0.505704     0.515798     0.520711      0.52611     0.535682  0.000227144
z_subj.6           0.52189   0.00770767     0.506258     0.516925     0.521983     0.527117     0.536705  0.000217977
z_subj.7           0.58111   0.00676159     0.568433     0.576314     0.581189     0.585673     0.594216   0.00021369
z_subj.8          0.459249   0.00871598     0.441617      0.45358     0.459053     0.464997     0.477211  0.000257065
z_subj.9          0.551314   0.00709026     0.537455     0.546632     0.551357     0.556095     0.565198  0.000214643
z_subj.10         0.535966   0.00721997     0.521185     0.531255     0.535836     0.540917     0.549727  0.000218732
z_subj.11         0.542383   0.00703565     0.529386     0.537527     0.542267     0.547013      0.55661  0.000215074
z_subj.12         0.563404   0.00674578     0.550143     0.558861      0.56343     0.568084     0.576433  0.000188983
z_subj.13         0.551583    0.0072022     0.537456     0.546716     0.551469      0.55665     0.565366  0.000219979
z_subj.14         0.551366   0.00726244     0.537371     0.546613     0.551188     0.556046     0.566094  0.000186872
z_subj.15          0.56221   0.00690952     0.548615     0.557628     0.562243     0.566869      0.57589   0.00020095
z_subj.16         0.543794   0.00706375     0.529971     0.539003     0.543822      0.54854     0.557895  0.000209748
z_subj.17         0.439596   0.00812697     0.424117     0.434226     0.439442     0.445127     0.455916  0.000245653
z_subj.18         0.544326   0.00733846     0.529539     0.539586     0.544213      0.54925     0.558895  0.000223878
z_subj.19         0.543199   0.00694959     0.529792     0.538463     0.543303     0.548095     0.556416  0.000194616
z_subj.20         0.568086   0.00737146     0.553722     0.563062     0.567948      0.57321     0.582562  0.000212023
z_subj.21         0.543788   0.00682768     0.530687     0.539123     0.543834     0.548298     0.557142  0.000174791
z_subj.22         0.519112   0.00691686     0.505433     0.514447     0.519135     0.523769     0.532929  0.000180009
z_subj.23         0.441946   0.00941712     0.423355     0.435849     0.441903     0.448149     0.460518  0.000294351
DIC: -58625.887918
deviance: -58788.745260
pD: 162.857342
