                      mean          std         2.5q         25q          50q          75q        97.5q       mc err
t_subj.4          0.213798  0.000517852     0.212727    0.213444     0.213829     0.214156     0.214744  1.61689e-05
t_subj.5          0.178813  0.000813912     0.177191    0.178273     0.178839     0.179366     0.180362  2.51249e-05
t_subj.6          0.222481   0.00044894     0.221586    0.222185     0.222491     0.222804     0.223319  1.25047e-05
t_subj.7          0.238921   0.00045993     0.238009    0.238623     0.238913     0.239235     0.239818  1.70949e-05
t_subj.8          0.146359  0.000485862     0.145396    0.146039     0.146376     0.146705     0.147272  1.14287e-05
t_subj.9          0.176207  0.000879198     0.174464    0.175633     0.176199     0.176799     0.177935  3.14112e-05
t_subj.10         0.123573   0.00125303     0.121031     0.12273     0.123576     0.124424     0.125956  4.34956e-05
t_subj.11         0.225295  0.000535449     0.224242    0.224936     0.225294     0.225666     0.226331  1.98636e-05
t_subj.12         0.238805  0.000432456     0.237909    0.238519     0.238815     0.239107     0.239619  1.66394e-05
t_subj.13        0.0742692   0.00160151    0.0710051   0.0732562    0.0742863    0.0753768    0.0771926  5.91533e-05
t_subj.14          0.23377  0.000397069     0.232949    0.233506      0.23378     0.234047     0.234517  1.27087e-05
t_subj.15          0.20063  0.000739289     0.199129    0.200133     0.200675     0.201143     0.201991  2.67882e-05
t_subj.16         0.136005   0.00117658     0.133585    0.135235     0.136043     0.136812     0.138196  3.93507e-05
t_subj.17       2.9849e-06  3.72992e-06  1.32267e-08  4.2358e-07  1.59822e-06  4.14932e-06  1.34446e-05  1.49511e-07
t_subj.18        0.0822642   0.00171474    0.0788942   0.0811022    0.0822938     0.083426      0.08563   6.5802e-05
t_subj.19          0.19934  0.000741103     0.197911    0.198825     0.199359     0.199881     0.200729  2.92198e-05
t_subj.20         0.101242    0.0014614    0.0983457    0.100268     0.101298     0.102263     0.103987  5.78545e-05
t_subj.21         0.200275  0.000732087     0.198738     0.19981     0.200291     0.200757     0.201691  2.72653e-05
t_subj.22         0.171832   0.00100372     0.169838    0.171152     0.171842     0.172546     0.173696  3.76443e-05
t_subj.23         0.115234  0.000567418     0.114068    0.114855     0.115244     0.115631     0.116291  1.30718e-05
z                 0.528146   0.00725291     0.513842    0.523387     0.528031     0.532904     0.541965  0.000160084
z_std             0.139989    0.0170555     0.110399    0.127991     0.138786      0.15039     0.179138  0.000391205
z_subj.0          0.535938   0.00702948     0.522224    0.531248     0.535897     0.540535     0.549632  0.000195475
z_subj.1          0.529887   0.00779923     0.514614    0.524689     0.529968     0.535103     0.544642  0.000220899
z_subj.2          0.524937   0.00769875     0.509417    0.519859     0.525006     0.529985     0.540529  0.000241545
z_subj.3          0.469901    0.0080579     0.453839    0.464485     0.470085     0.475181     0.485471  0.000230321
z_subj.4          0.544413   0.00767276     0.529522    0.539317     0.544238     0.549758     0.559383   0.00022932
z_subj.5          0.519538   0.00757437     0.504843    0.514364     0.519664      0.52458     0.534242  0.000254868
z_subj.6          0.524026    0.0076135     0.509285    0.518759     0.523986     0.529244     0.538772  0.000225836
z_subj.7          0.581499   0.00661455     0.569141    0.577019     0.581471      0.58606     0.594504  0.000186698
z_subj.8          0.457487   0.00870623      0.44042    0.451728     0.457367     0.463186     0.475211  0.000291879
z_subj.9          0.550188   0.00693625     0.536731    0.545493     0.550193      0.55491      0.56397  0.000205783
z_subj.10         0.534097   0.00691762     0.520519    0.529488     0.533962      0.53877     0.547968   0.00018143
z_subj.11          0.54124   0.00694744      0.52729    0.536577     0.541373     0.545984     0.554747  0.000204427
z_subj.12         0.564088    0.0065316     0.551489    0.559596      0.56405     0.568427     0.577272   0.00017946
z_subj.13         0.549703   0.00725825     0.535586    0.544997     0.549807     0.554563     0.563653  0.000217668
z_subj.14         0.551918   0.00726592     0.537655    0.547006      0.55176     0.556876     0.566971  0.000201066
z_subj.15         0.561122   0.00724272     0.546837    0.556051     0.561129     0.566065     0.575276  0.000207112
z_subj.16         0.540539   0.00670555     0.527421    0.535925     0.540671     0.545054      0.55349  0.000186202
z_subj.17         0.439739   0.00832961     0.423773    0.434134     0.439974     0.445517      0.45563  0.000276222
z_subj.18         0.542845   0.00735301     0.528641    0.537704     0.542865      0.54803      0.55668  0.000211172
z_subj.19         0.542355   0.00713114     0.528614    0.537451      0.54215     0.547336     0.556528   0.00021224
z_subj.20         0.567662   0.00714052     0.554014    0.563023     0.567583     0.572412     0.581859  0.000225098
z_subj.21         0.541779   0.00709834     0.528122    0.537029     0.541488     0.546633     0.555792  0.000196255
z_subj.22         0.518034   0.00713321      0.50441    0.513133     0.518031     0.522862     0.531958  0.000201969
z_subj.23         0.439403   0.00883597     0.422041    0.433536     0.439599     0.445225     0.457083  0.000246347
DIC: -59694.307121
deviance: -59848.358085
pD: 154.050964
